"hospital_no","hospital_time_no","start","end","mon","tue","wed","thu","fry","sat","sun","hol","status","rgst","updt","created_id","updated_id"
"20720","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:53:30","2019-01-11 14:07:13","epkdoc01","epkdoc01"
"20720","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:53:30","2019-01-11 14:07:13","epkdoc01","epkdoc01"
"20720","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:53:30","2019-01-11 14:07:13","epkdoc01","epkdoc01"
"20721","1",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:54:11","2018-11-05 22:00:21","epkdoc01","epkdoc01"
"20721","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:54:11","2018-11-05 22:00:21","epkdoc01","epkdoc01"
"20721","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:54:11","2018-11-05 22:00:21","epkdoc01","epkdoc01"
"20721","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:54:11","2018-11-05 22:00:21","epkdoc01","epkdoc01"
"20722","1",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:55:02","2019-01-07 16:06:40","epkdoc01","epkdoc01"
"20722","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:55:02","2019-01-07 16:06:40","epkdoc01","epkdoc01"
"20722","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:55:02","2019-01-07 16:06:40","epkdoc01","epkdoc01"
"20722","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:55:02","2019-01-07 16:06:40","epkdoc01","epkdoc01"
"20723","1",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:05","2018-09-26 22:02:44","epkdoc01","epkdoc01"
"20723","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:06","2018-09-26 22:02:44","epkdoc01","epkdoc01"
"20723","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:06","2018-09-26 22:02:44","epkdoc01","epkdoc01"
"20723","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:06","2018-09-26 22:02:44","epkdoc01","epkdoc01"
"20724","1",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:39","2019-01-07 16:57:35","epkdoc01","epkdoc01"
"20724","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:39","2019-01-07 16:57:35","epkdoc01","epkdoc01"
"20724","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:39","2019-01-07 16:57:35","epkdoc01","epkdoc01"
"20724","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:56:39","2019-01-07 16:57:35","epkdoc01","epkdoc01"
"20725","1",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:57:34","2018-11-19 20:21:01","epkdoc01","epkdoc01"
"20725","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:57:34","2018-11-19 20:21:01","epkdoc01","epkdoc01"
"20725","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:57:34","2018-11-19 20:21:01","epkdoc01","epkdoc01"
"20725","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:57:34","2018-11-19 20:21:01","epkdoc01","epkdoc01"
"20726","1",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:58:53","2019-01-09 09:33:52","epkdoc01","epkdoc01"
"20726","2",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:58:53","2019-01-09 09:33:52","epkdoc01","epkdoc01"
"20726","3",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:58:53","2019-01-09 09:33:52","epkdoc01","epkdoc01"
"20726","4",,,"0","0","0","0","0","0","0","0","1","2018-07-24 22:58:53","2019-01-09 09:33:52","epkdoc01","epkdoc01"
"20727","1","09:30","13:00","1","1","1","1","1","1","0","0","1","2018-07-25 10:46:47","2018-12-19 15:50:28","epkdoc01","epkdoc01"
"20727","2","15:00","18:30","1","1","1","1","1","1","0","0","1","2018-07-25 10:46:47","2018-12-19 15:50:28","epkdoc01","epkdoc01"
"20727","3",,,"0","0","0","0","0","0","0","0","1","2018-07-25 10:46:47","2018-12-19 15:50:28","epkdoc01","epkdoc01"
"20727","4",,,"0","0","0","0","0","0","0","0","1","2018-07-25 10:46:47","2018-12-19 15:50:28","epkdoc01","epkdoc01"
"20728","1","08:30","17:30","1","1","1","1","1","0","0","0","1","2018-07-25 12:15:38","2019-01-24 10:48:56","epkdoc01","epkdoc01"
"20728","2",,,"0","0","0","0","0","0","0","0","1","2018-07-25 12:15:38","2019-01-24 10:48:56","epkdoc01","epkdoc01"
"20728","3",,,"0","0","0","0","0","0","0","0","1","2018-07-25 12:15:38","2019-01-24 10:48:56","epkdoc01","epkdoc01"
"20728","4",,,"0","0","0","0","0","0","0","0","1","2018-07-25 12:15:38","2019-01-24 10:48:56","epkdoc01","epkdoc01"
"20729","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2018-07-25 13:04:40","2018-09-25 16:12:53","epkdoc01","epkdoc01"
"20729","2","15:00","18:15","1","1","0","1","1","0","0","0","1","2018-07-25 13:04:40","2018-09-25 16:12:53","epkdoc01","epkdoc01"
"20729","3",,,"0","0","0","0","0","0","0","0","1","2018-07-25 13:04:40","2018-09-25 16:12:53","epkdoc01","epkdoc01"
"20729","4",,,"0","0","0","0","0","0","0","0","1","2018-07-25 13:04:40","2018-09-25 16:12:53","epkdoc01","epkdoc01"
"20730","1",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:51:21","2018-11-06 14:32:45","epkdoc01","epkdoc01"
"20730","2",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:51:22","2018-11-06 14:32:45","epkdoc01","epkdoc01"
"20730","3",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:51:22","2018-11-06 14:32:45","epkdoc01","epkdoc01"
"20730","4",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:51:22","2018-11-06 14:32:45","epkdoc01","epkdoc01"
"20731","1",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:39:04","2018-11-09 15:21:31","epkdoc01","epkdoc01"
"20731","2",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:39:04","2018-11-09 15:21:31","epkdoc01","epkdoc01"
"20731","3",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:39:04","2018-11-09 15:21:31","epkdoc01","epkdoc01"
"20731","4",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:39:04","2018-11-09 15:21:31","epkdoc01","epkdoc01"
"20732","1",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:53:06","2018-10-04 15:19:36","epkdoc01","epkdoc01"
"20732","2",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:53:06","2018-10-04 15:19:36","epkdoc01","epkdoc01"
"20732","3",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:53:06","2018-10-04 15:19:36","epkdoc01","epkdoc01"
"20732","4",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:53:06","2018-10-04 15:19:36","epkdoc01","epkdoc01"
"20733","1",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:49:40","2018-10-10 14:55:41","epkdoc01","epkdoc01"
"20733","2",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:49:40","2018-10-10 14:55:41","epkdoc01","epkdoc01"
"20733","3",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:49:40","2018-10-10 14:55:41","epkdoc01","epkdoc01"
"20733","4",,,"0","0","0","0","0","0","0","0","1","2018-07-27 11:49:40","2018-10-10 14:55:42","epkdoc01","epkdoc01"
"20734","1",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:54:33","2018-12-27 11:40:48","epkdoc01","epkdoc01"
"20734","2",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:54:33","2018-12-27 11:40:48","epkdoc01","epkdoc01"
"20734","3",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:54:33","2018-12-27 11:40:49","epkdoc01","epkdoc01"
"20734","4",,,"0","0","0","0","0","0","0","0","1","2018-07-26 21:54:33","2018-12-27 11:40:49","epkdoc01","epkdoc01"
"20735","1","09:00","12:00","1","1","1","0","1","1","0","0","1","2018-07-31 12:05:36","2018-12-19 15:06:30","epkdoc01","epkdoc01"
"20735","2","13:00","15:00","1","1","1","0","1","1","0","0","1","2018-07-31 12:05:36","2018-12-19 15:06:30","epkdoc01","epkdoc01"
"20735","3","16:00","18:00","0","0","0","0","0","1","0","0","1","2018-07-31 12:05:36","2018-12-19 15:06:30","epkdoc01","epkdoc01"
"20735","4",,,"0","0","0","0","0","0","0","0","1","2018-07-31 12:05:36","2018-12-19 15:06:30","epkdoc01","epkdoc01"
"20736","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2018-07-31 16:53:52","2018-08-27 15:19:55","epkdoc01","epkdoc01"
"20736","2","15:00","18:00","1","1","1","1","1","0","0","0","1","2018-07-31 16:53:52","2018-08-27 15:19:55","epkdoc01","epkdoc01"
"20736","3",,,"0","0","0","0","0","0","0","0","1","2018-07-31 16:53:52","2018-08-27 15:19:55","epkdoc01","epkdoc01"
"20736","4",,,"0","0","0","0","0","0","0","0","1","2018-07-31 16:53:53","2018-08-27 15:19:55","epkdoc01","epkdoc01"
"20737","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-08-01 10:19:23","2019-01-10 13:13:00","epkdoc01","epkdoc01"
"20737","2","13:30","18:30","1","1","1","0","1","0","0","0","1","2018-08-01 10:19:23","2019-01-10 13:13:00","epkdoc01","epkdoc01"
"20737","3",,,"0","0","0","0","0","0","0","0","1","2018-08-01 10:19:23","2019-01-10 13:13:00","epkdoc01","epkdoc01"
"20737","4",,,"0","0","0","0","0","0","0","0","1","2018-08-01 10:19:23","2019-01-10 13:13:00","epkdoc01","epkdoc01"
"20738","1","08:30","16:30","1","1","1","1","1","0","0","0","1","2018-08-01 14:35:56","2018-12-21 10:41:12","epkdoc01","epkdoc01"
"20738","2",,,"0","0","0","0","0","0","0","0","1","2018-08-01 14:35:56","2018-12-21 10:41:12","epkdoc01","epkdoc01"
"20738","3",,,"0","0","0","0","0","0","0","0","1","2018-08-01 14:35:56","2018-12-21 10:41:12","epkdoc01","epkdoc01"
"20738","4",,,"0","0","0","0","0","0","0","0","1","2018-08-01 14:35:56","2018-12-21 10:41:12","epkdoc01","epkdoc01"
"20739","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2018-08-01 15:09:59","2018-12-19 10:23:42","epkdoc01","epkdoc01"
"20739","2","16:00","18:30","1","1","0","1","1","0","0","0","1","2018-08-01 15:09:59","2018-12-19 10:23:42","epkdoc01","epkdoc01"
"20739","3",,,"0","0","0","0","0","0","0","0","1","2018-08-01 15:10:00","2018-12-19 10:23:42","epkdoc01","epkdoc01"
"20739","4",,,"0","0","0","0","0","0","0","0","1","2018-08-01 15:10:00","2018-12-19 10:23:42","epkdoc01","epkdoc01"
"20740","1","10:15","10:15","1","1","1","1","1","0","0","0","1","2018-08-02 12:51:48","2018-10-22 09:00:44","epkdoc01","epkdoc01"
"20740","2","10:00","10:00","0","0","0","0","0","1","0","0","1","2018-08-02 12:51:48","2018-10-22 09:00:44","epkdoc01","epkdoc01"
"20740","3","13:10","13:20","1","1","1","1","1","0","0","0","1","2018-08-02 12:51:48","2018-10-22 09:00:44","epkdoc01","epkdoc01"
"20740","4","08:30","09:30","1","1","1","1","1","1","0","0","1","2018-08-02 12:51:48","2018-10-22 09:00:44","epkdoc01","epkdoc01"
"20741","1","09:00","13:00","1","1","1","1","1","0","0","0","1","2018-08-02 14:08:16","2018-12-21 11:49:24","epkdoc01","epkdoc01"
"20741","2","15:00","19:00","1","1","1","1","1","0","0","0","1","2018-08-02 14:08:16","2018-12-21 11:49:24","epkdoc01","epkdoc01"
"20741","3",,,"0","0","0","0","0","0","0","0","1","2018-08-02 14:08:16","2018-12-21 11:49:24","epkdoc01","epkdoc01"
"20741","4",,,"0","0","0","0","0","0","0","0","1","2018-08-02 14:08:16","2018-12-21 11:49:24","epkdoc01","epkdoc01"
"20742","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2018-08-02 17:57:51","2018-11-08 17:34:55","epkdoc01","epkdoc01"
"20742","2","15:00","18:00","1","1","0","1","1","0","0","0","1","2018-08-02 17:57:51","2018-11-08 17:34:55","epkdoc01","epkdoc01"
"20742","3",,,"0","0","0","0","0","0","0","0","1","2018-08-02 17:57:51","2018-11-08 17:34:55","epkdoc01","epkdoc01"
"20742","4",,,"0","0","0","0","0","0","0","0","1","2018-08-02 17:57:51","2018-11-08 17:34:55","epkdoc01","epkdoc01"
"20743","1","08:45","12:00","1","1","1","1","1","1","0","0","1","2018-08-06 15:01:58","2018-12-18 12:48:48","epkdoc01","epkdoc01"
"20743","2","16:00","18:00","1","1","0","1","1","0","0","0","1","2018-08-06 15:01:58","2018-12-18 12:48:48","epkdoc01","epkdoc01"
"20743","3",,,"0","0","0","0","0","0","0","0","1","2018-08-06 15:01:58","2018-12-18 12:48:48","epkdoc01","epkdoc01"
"20743","4",,,"0","0","0","0","0","0","0","0","1","2018-08-06 15:01:58","2018-12-18 12:48:48","epkdoc01","epkdoc01"
"20744","1","09:00","18:00","1","1","1","1","1","0","0","0","1","2018-08-08 16:04:44","2018-12-19 15:38:14","epkdoc01","epkdoc01"
"20744","2","09:00","12:00","0","0","0","0","0","1","0","0","1","2018-08-08 16:04:44","2018-12-19 15:38:14","epkdoc01","epkdoc01"
"20744","3",,,"0","0","0","0","0","0","0","0","1","2018-08-08 16:04:44","2018-12-19 15:38:14","epkdoc01","epkdoc01"
"20744","4",,,"0","0","0","0","0","0","0","0","1","2018-08-08 16:04:44","2018-12-19 15:38:14","epkdoc01","epkdoc01"
"20745","1","08:00",,"1","1","1","1","1","0","0","0","1","2018-08-10 14:36:42","2019-01-09 11:51:49","epkdoc01","epkdoc01"
"20745","2",,,"0","0","0","0","0","0","0","0","1","2018-08-10 14:36:42","2019-01-09 11:51:49","epkdoc01","epkdoc01"
"20745","3",,,"0","0","0","0","0","0","0","0","1","2018-08-10 14:36:42","2019-01-09 11:51:49","epkdoc01","epkdoc01"
"20745","4",,,"0","0","0","0","0","0","0","0","1","2018-08-10 14:36:42","2019-01-09 11:51:49","epkdoc01","epkdoc01"
"20746","1","08:30","17:00","1","1","1","1","1","0","0","0","1","2018-08-13 16:28:20","2018-10-23 14:04:58","epkdoc01","epkdoc01"
"20746","2",,,"0","0","0","0","0","0","0","0","1","2018-08-13 16:28:20","2018-10-23 14:04:58","epkdoc01","epkdoc01"
"20746","3",,,"0","0","0","0","0","0","0","0","1","2018-08-13 16:28:21","2018-10-23 14:04:58","epkdoc01","epkdoc01"
"20746","4",,,"0","0","0","0","0","0","0","0","1","2018-08-13 16:28:21","2018-10-23 14:04:58","epkdoc01","epkdoc01"
"20747","1","07:45","14:30","1","1","1","1","1","1","0","0","1","2018-08-13 17:28:10","2018-12-21 12:57:50","epkdoc01","epkdoc01"
"20747","2",,,"0","0","0","0","0","0","0","0","1","2018-08-13 17:28:10","2018-12-21 12:57:50","epkdoc01","epkdoc01"
"20747","3",,,"0","0","0","0","0","0","0","0","1","2018-08-13 17:28:10","2018-12-21 12:57:50","epkdoc01","epkdoc01"
"20747","4",,,"0","0","0","0","0","0","0","0","1","2018-08-13 17:28:10","2018-12-21 12:57:50","epkdoc01","epkdoc01"
"20748","1","09:00","11:30","1","1","1","1","1","0","0","0","1","2018-08-14 15:44:57","2019-01-11 10:26:01","epkdoc01","epkdoc01"
"20748","2","10:00","11:30","0","0","0","0","0","1","0","0","1","2018-08-14 15:44:57","2019-01-11 10:26:01","epkdoc01","epkdoc01"
"20748","3",,,"0","0","0","0","0","0","0","0","1","2018-08-14 15:44:58","2019-01-11 10:26:01","epkdoc01","epkdoc01"
"20748","4",,,"0","0","0","0","0","0","0","0","1","2018-08-14 15:44:58","2019-01-11 10:26:01","epkdoc01","epkdoc01"
"20749","1","09:30","13:00","1","1","1","1","1","0","0","1","1","2018-08-14 16:10:29","2018-12-18 12:26:34","epkdoc01","epkdoc01"
"20749","2","09:30","13:30","0","0","0","0","0","1","0","0","1","2018-08-14 16:10:29","2018-12-18 12:26:34","epkdoc01","epkdoc01"
"20749","3","17:00","20:00","1","1","0","1","1","0","0","0","1","2018-08-14 16:10:29","2018-12-18 12:26:34","epkdoc01","epkdoc01"
"20749","4",,,"0","0","0","0","0","0","0","0","1","2018-08-14 16:10:29","2018-12-18 12:26:34","epkdoc01","epkdoc01"
"20750","1","08:00","11:30","1","1","1","1","1","0","0","0","1","2018-08-15 12:02:26","2018-12-18 14:45:32","epkdoc01","epkdoc01"
"20750","2",,,"0","0","0","0","0","0","0","0","1","2018-08-15 12:02:26","2018-12-18 14:45:32","epkdoc01","epkdoc01"
"20750","3",,,"0","0","0","0","0","0","0","0","1","2018-08-15 12:02:26","2018-12-18 14:45:32","epkdoc01","epkdoc01"
"20750","4",,,"0","0","0","0","0","0","0","0","1","2018-08-15 12:02:26","2018-12-18 14:45:32","epkdoc01","epkdoc01"
"20751","1","09:00","17:00","1","1","1","1","1","0","0","0","1","2018-08-16 11:45:14","2018-09-26 15:39:49","epkdoc01","epkdoc01"
"20751","2",,,"0","0","0","0","0","0","0","0","1","2018-08-16 11:45:14","2018-09-26 15:39:49","epkdoc01","epkdoc01"
"20751","3",,,"0","0","0","0","0","0","0","0","1","2018-08-16 11:45:14","2018-09-26 15:39:49","epkdoc01","epkdoc01"
"20751","4",,,"0","0","0","0","0","0","0","0","1","2018-08-16 11:45:14","2018-09-26 15:39:49","epkdoc01","epkdoc01"
"20752","1","08:00","17:00","1","1","1","1","1","0","0","0","1","2018-08-17 17:34:10","2019-01-11 18:56:46","epkdoc01","epkdoc01"
"20752","2","08:00","12:00","0","0","0","0","0","1","0","0","1","2018-08-17 17:34:10","2019-01-11 18:56:46","epkdoc01","epkdoc01"
"20752","3",,,"0","0","0","0","0","0","0","0","1","2018-08-17 17:34:10","2019-01-11 18:56:46","epkdoc01","epkdoc01"
"20752","4",,,"0","0","0","0","0","0","0","0","1","2018-08-17 17:34:10","2019-01-11 18:56:46","epkdoc01","epkdoc01"
"20753","1","09:00","13:00","1","1","1","1","1","0","0","0","1","2018-08-20 09:59:37","2019-01-21 11:03:47","epkdoc01","epkdoc01"
"20753","2","14:00","17:00","1","1","1","1","1","0","0","0","1","2018-08-20 09:59:37","2019-01-21 11:03:47","epkdoc01","epkdoc01"
"20753","3",,,"0","0","0","0","0","0","0","0","1","2018-08-20 09:59:37","2019-01-21 11:03:47","epkdoc01","epkdoc01"
"20753","4",,,"0","0","0","0","0","0","0","0","1","2018-08-20 09:59:37","2019-01-21 11:03:47","epkdoc01","epkdoc01"
"20754","1","09:00","16:30","1","0","1","0","1","0","0","0","1","2018-08-21 12:20:23","2019-02-05 14:16:16","epkdoc01","epkdoc01"
"20754","2","10:00","16:30","0","1","0","0","0","1","0","0","1","2018-08-21 12:20:23","2019-02-05 14:16:16","epkdoc01","epkdoc01"
"20754","3","10:00","17:00","0","0","0","1","0","0","0","0","1","2018-08-21 12:20:23","2019-02-05 14:16:16","epkdoc01","epkdoc01"
"20754","4",,,"0","0","0","0","0","0","0","0","1","2018-08-21 12:20:23","2019-02-05 14:16:16","epkdoc01","epkdoc01"
"20755","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2018-08-21 14:20:22","2018-12-18 11:54:13","epkdoc01","epkdoc01"
"20755","2","14:00","18:30","1","1","1","0","1","0","0","0","1","2018-08-21 14:20:22","2018-12-18 11:54:13","epkdoc01","epkdoc01"
"20755","3",,,"0","0","0","0","0","0","0","0","1","2018-08-21 14:20:22","2018-12-18 11:54:13","epkdoc01","epkdoc01"
"20755","4",,,"0","0","0","0","0","0","0","0","1","2018-08-21 14:20:22","2018-12-18 11:54:13","epkdoc01","epkdoc01"
"20756","1","08:20","17:00","1","1","1","1","1","0","0","0","1","2018-08-22 13:10:21","2018-12-06 10:16:11","epkdoc01","epkdoc01"
"20756","2","08:20","13:00","0","0","0","0","0","1","0","0","1","2018-08-22 13:10:21","2018-12-06 10:16:11","epkdoc01","epkdoc01"
"20756","3",,,"0","0","0","0","0","0","0","0","1","2018-08-22 13:10:21","2018-12-06 10:16:11","epkdoc01","epkdoc01"
"20756","4",,,"0","0","0","0","0","0","0","0","1","2018-08-22 13:10:21","2018-12-06 10:16:11","epkdoc01","epkdoc01"
"20757","1","08:00","13:00","1","0","1","0","1","0","0","0","1","2018-08-23 10:20:22","2018-12-21 14:35:44","epkdoc01","epkdoc01"
"20757","2","08:00","12:00","0","1","0","1","0","0","0","0","1","2018-08-23 10:20:22","2018-12-21 14:35:44","epkdoc01","epkdoc01"
"20757","3",,,"0","0","0","0","0","0","0","0","1","2018-08-23 10:20:22","2018-12-21 14:35:44","epkdoc01","epkdoc01"
"20757","4",,,"0","0","0","0","0","0","0","0","1","2018-08-23 10:20:22","2018-12-21 14:35:44","epkdoc01","epkdoc01"
"20758","1","08:00","16:30","1","1","1","1","1","0","0","0","1","2018-08-23 10:46:53","2018-12-20 16:56:42","epkdoc01","epkdoc01"
"20758","2",,,"0","0","0","0","0","0","0","0","1","2018-08-23 10:46:53","2018-12-20 16:56:42","epkdoc01","epkdoc01"
"20758","3",,,"0","0","0","0","0","0","0","0","1","2018-08-23 10:46:53","2018-12-20 16:56:42","epkdoc01","epkdoc01"
"20758","4",,,"0","0","0","0","0","0","0","0","1","2018-08-23 10:46:53","2018-12-20 16:56:42","epkdoc01","epkdoc01"
"20759","1","08:30","12:00","1","1","1","1","1","1","0","0","1","2018-08-23 11:34:33","2019-01-22 11:48:15","epkdoc01","epkdoc01"
"20759","2",,,"0","0","0","0","0","0","0","0","1","2018-08-23 11:34:33","2019-01-22 11:48:15","epkdoc01","epkdoc01"
"20759","3",,,"0","0","0","0","0","0","0","0","1","2018-08-23 11:34:33","2019-01-22 11:48:15","epkdoc01","epkdoc01"
"20759","4",,,"0","0","0","0","0","0","0","0","1","2018-08-23 11:34:34","2019-01-22 11:48:15","epkdoc01","epkdoc01"
"20760","1","09:00","11:30","1","1","1","1","1","1","0","0","1","2018-08-23 12:26:12","2018-12-19 15:46:43","epkdoc01","epkdoc01"
"20760","2","14:00","16:30","1","1","1","1","1","0","0","0","1","2018-08-23 12:26:12","2018-12-19 15:46:43","epkdoc01","epkdoc01"
"20760","3",,,"0","0","0","0","0","0","0","0","1","2018-08-23 12:26:12","2018-12-19 15:46:43","epkdoc01","epkdoc01"
"20760","4",,,"0","0","0","0","0","0","0","0","1","2018-08-23 12:26:12","2018-12-19 15:46:43","epkdoc01","epkdoc01"
"20761","1","08:30","17:00","1","1","1","1","1","1","0","0","1","2018-08-24 16:11:32","2018-12-19 15:35:41","epkdoc01","epkdoc01"
"20761","2",,,"0","0","0","0","0","0","0","0","1","2018-08-24 16:11:33","2018-12-19 15:35:41","epkdoc01","epkdoc01"
"20761","3",,,"0","0","0","0","0","0","0","0","1","2018-08-24 16:11:33","2018-12-19 15:35:41","epkdoc01","epkdoc01"
"20761","4",,,"0","0","0","0","0","0","0","0","1","2018-08-24 16:11:33","2018-12-19 15:35:41","epkdoc01","epkdoc01"
"20762","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:44:12","2018-09-25 22:41:36","epkdoc01","epkdoc01"
"20762","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:44:12","2018-09-25 22:41:36","epkdoc01","epkdoc01"
"20762","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:44:12","2018-09-25 22:41:36","epkdoc01","epkdoc01"
"20762","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:44:12","2018-09-25 22:41:36","epkdoc01","epkdoc01"
"20763","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:47:12","2018-11-30 21:39:06","epkdoc01","epkdoc01"
"20763","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:47:12","2018-11-30 21:39:06","epkdoc01","epkdoc01"
"20763","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:47:12","2018-11-30 21:39:06","epkdoc01","epkdoc01"
"20763","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:47:12","2018-11-30 21:39:06","epkdoc01","epkdoc01"
"20764","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:48:37","2018-11-05 18:59:13","epkdoc01","epkdoc01"
"20764","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:48:37","2018-11-05 18:59:13","epkdoc01","epkdoc01"
"20764","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:48:37","2018-11-05 18:59:13","epkdoc01","epkdoc01"
"20764","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:48:37","2018-11-05 18:59:13","epkdoc01","epkdoc01"
"20765","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:49:52","2018-10-12 15:19:01","epkdoc01","epkdoc01"
"20765","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:49:52","2018-10-12 15:19:01","epkdoc01","epkdoc01"
"20765","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:49:52","2018-10-12 15:19:01","epkdoc01","epkdoc01"
"20765","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:49:52","2018-10-12 15:19:01","epkdoc01","epkdoc01"
"20766","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:51:16","2018-08-27 11:27:05","epkdoc01","epkdoc01"
"20766","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:51:16","2018-08-27 11:27:05","epkdoc01","epkdoc01"
"20766","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:51:16","2018-08-27 11:27:05","epkdoc01","epkdoc01"
"20766","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:51:16","2018-08-27 11:27:05","epkdoc01","epkdoc01"
"20767","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:52:42","2018-10-12 15:20:41","epkdoc01","epkdoc01"
"20767","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:52:42","2018-10-12 15:20:41","epkdoc01","epkdoc01"
"20767","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:52:42","2018-10-12 15:20:41","epkdoc01","epkdoc01"
"20767","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:52:42","2018-10-12 15:20:41","epkdoc01","epkdoc01"
"20768","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:53:55","2018-08-27 11:58:33","epkdoc01","epkdoc01"
"20768","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:53:55","2018-08-27 11:58:33","epkdoc01","epkdoc01"
"20768","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:53:55","2018-08-27 11:58:33","epkdoc01","epkdoc01"
"20768","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 08:53:55","2018-08-27 11:58:33","epkdoc01","epkdoc01"
"20769","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 09:11:18","2018-10-22 18:34:57","epkdoc01","epkdoc01"
"20769","2",,,"0","0","0","0","0","0","0","0","1","2018-08-27 09:11:18","2018-10-22 18:34:57","epkdoc01","epkdoc01"
"20769","3",,,"0","0","0","0","0","0","0","0","1","2018-08-27 09:11:18","2018-10-22 18:34:57","epkdoc01","epkdoc01"
"20769","4",,,"0","0","0","0","0","0","0","0","1","2018-08-27 09:11:18","2018-10-22 18:34:57","epkdoc01","epkdoc01"
"20770","1",,,"0","0","0","0","0","0","0","0","1","2018-08-27 09:13:58","2018-09-19 18:12:27","epkdoc01","epkdoc01"
