"hospital_no","course_no","code","name","web_reception","calender","flg_category","course_sales_copy","course_point","course_notice","course_cancel","flg_price","price","flg_price_memo","price_memo","price_2","price_3","tax_class","display_setting","status","pv","pvad","order","rgst","updt","created_id","updated_id","pre_account_price","flg_local_payment","flg_pre_account","auto_calc_application"
"20040","20189","C20189H20040","標準脳ドック（健診＋脳検査＋頸動脈エコー）※増税後価格","2","5","0",,"※2019年10月1日からご受診いただけるコースです。
◆基本検査、血液検査、画像診断などを行い脳の検査を行います。
◆頭部の検査はMRI/MRAを用いて検査を行います。
◆脳梗塞や脳出血や動脈瘤やくも膜下出血など、脳の病気の早期発見を目指します。
◆検査結果は医師よりご説明致します。","下記に該当する方は検査を受診できない場合がございます。
◆MRI/MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","36850","0",,"0","0","0","0","1","0","0","7","2017-09-25 12:07:23","2019-09-17 11:13:51","A1589","A3218","36850","1","0","1"
"20040","20190","C20190H20040","プレミアム脳ドック（健診＋脳検査＋頸動脈MRA検査）※増税後価格","2","1","0",,"※2019年10月1日からご受診いただけるコースです。
◆基本検査、血液検査、画像診断などを行い脳の検査を行います。
◆頸動脈MRIも行いより詳しく検査を行います。
◆頭部の検査はMRI/MRAを用いて検査を行います。
◆脳梗塞や脳出血や動脈瘤やくも膜下出血など、脳の病気の早期発見を目指します。
◆検査結果は、医師よりご説明致します。","下記に該当する方は検査を受診できない場合がございます。
◆MRI/MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","44000","0",,"0","0","0","0","1","0","0","8","2017-09-25 12:23:01","2019-09-17 11:14:41","A1589","A3218","44000","1","0","1"
"20040","20191","C20191H20040","乳がんドックB（視触診＋乳腺エコー）※増税後価格","2","2","0",,"※2019年10月1日からご受診いただけるコースです。
◆触診に乳腺エコーの検査をセットにしたコースです。
◆結果説明はありません。疑いが発生の場合、お電話を差し上げ結果説明の日程調整を行います。
◆検査結果は2～3週間後に郵送いたします。
◆W読影を実施しています。
◆土曜日のみご予約可能です。","◆その他、心配な事がありましたら事前にご相談下さい。
◆インターネットでのご予約は、仮予約になります。予約はまだ確定しておりません。
◆電話による確認でお日にちと、お時間のお打合せが行われてはじめて予約が成立します。
◆健保をご利用の方は、直接医療機関へご予約をお願いいたします。",,"1","7150","0",,"0","0","0","0","1","0","0","14","2017-09-25 12:37:14","2019-09-17 11:18:53","A1589","A3218","7150","1","0","1"
"20040","20192","C20192H20040","乳がんドックA（視触診＋マンモグラフィ）※増税後価格","2","2","0",,"※2019年10月1日からご受診いただけるコースです。
◆触診にマンモグラフィの検査をセットにしたコースです。
◆結果説明はありません。疑いが発生の場合、お電話を差し上げ結果説明の日程調整を行います。
◆検査結果は2～3週間後に郵送いたします。
◆W読影を実施しています。
◆土曜日のみご予約可能です。","下記に該当する方は検査を受診できない場合がございます。
◆マンモグラフィ
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方
◆その他、心配な事がありましたら事前にご相談下さい。
◆インターネットでのご予約は、仮予約になります。予約はまだ確定しておりません。
◆電話による確認でお日にちと、お時間のお打合せが行われてはじめて予約が成立します。
◆健保をご利用の方は、直接医療機関へご予約をお願いいたします。",,"1","9900","0",,"0","0","0","0","1","0","0","12","2017-09-25 12:41:02","2019-09-17 11:18:06","A1589","A3218","9900","1","0","1"
"20040","20193","C20193H20040","脳検査午後受診※増税後価格","2","1","0",,"※2019年10月1日からご受診いただけるコースです。
◆こちらの検査は午後受診のみのコースとなります。
◆脳疾患の早期発見をめざし頭部MRI/MRA検査を実施するシンプルな脳ドックプランです。
◆結果説明はありません。疑いが発生の場合、お電話を差し上げ結果説明の日程調整を行います。
◆検査結果は2～3週間後に郵送いたします。
◆W読影を実施しています。","下記に該当する方は検査を受診できない場合がございます。
◆MRI/MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","22000","0",,"0","0","0","0","1","0","0","11","2017-09-25 14:22:02","2019-09-27 14:32:52","A1589","A3221","22000","1","0","1"
"20040","20194","C20194H20040","乳がんドックA（マンモグラフィ）","1","7","0",,"◆マンモグラフィ検査を行うコースです。
◆乳房視触診は実施しません。
◆結果説明はありません。疑いが発生の場合、お電話を差し上げ結果説明の日程調整を行います。
◆検査結果は2～3週間後に郵送いたします。
◆W読影を実施しています。","下記に該当する方は検査を受診できない場合がございます。
◆マンモグラフィ
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方
◆その他、心配な事がありましたら事前にご相談下さい。
◆インターネットでのご予約は、仮予約になります。予約はまだ確定しておりません。
◆電話による確認でお日にちと、お時間のお打合せが行われてはじめて予約が成立します。
◆健保をご利用の方は、直接医療機関へご予約をお願いいたします。",,"1","8100","0",,"0","0","0","0","1","0","0","13","2018-08-22 11:39:49","2019-07-24 13:36:18","A2636","A2636","8100","1","0","1"
"20040","20195","C20195H20040","乳がんドックB（乳腺エコー）","1","7","0",,"◆乳腺エコー検査を行うコースです。
◆乳房視触診は実施しません。
◆結果説明はありません。疑いが発生の場合、お電話を差し上げ結果説明の日程調整を行います。
◆検査結果は2～3週間後に郵送いたします。
◆W読影を実施しています。","◆その他、心配な事がありましたら事前にご相談下さい。
◆インターネットでのご予約は、仮予約になります。予約はまだ確定しておりません。
◆電話による確認でお日にちと、お時間のお打合せが行われてはじめて予約が成立します。
◆健保をご利用の方は、直接医療機関へご予約をお願いいたします。",,"1","5400","0",,"0","0","0","0","1","0","0","15","2018-08-22 11:41:12","2019-07-24 13:37:27","A2636","A2636","5400","1","0","1"
"20040","20196","C20196H20040","乳がんドックC（マンモグラフィ＋乳腺エコー）","1","7","0",,"◆マンモグラフィ・乳腺エコーをセットにした乳がんドックのコースです。
◆乳房視触診は実施しません。
◆結果説明はありません。疑いが発生の場合、お電話を差し上げ結果説明の日程調整を行います。
◆検査結果は2～3週間後に郵送いたします。
◆W読影を実施しています。","下記に該当する方は検査を受診できない場合がございます。
◆マンモグラフィ
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方 
◆その他、心配な事がありましたら事前にご相談下さい。
◆インターネットでのご予約は、仮予約になります。予約はまだ確定しておりません。
◆電話による確認でお日にちと、お時間のお打合せが行われてはじめて予約が成立します。
◆健保をご利用の方は、直接医療機関へご予約をお願いいたします。",,"1","10260","0",,"0","0","0","0","1","0","0","17","2018-08-22 11:43:44","2019-07-24 13:37:59","A2636","A2636","10260","1","0","1"
"20041","20186","DC20186","人間ドック＋がん検診","1","5","0",,"◆スタンダードな人間ドック（胃部X線）に、脳検査（頭部ＣＴ）や腫瘍マーカーがん検査（肺・消化器・大腸などと男性には前立腺・女性には乳・子宮がんのスクリーニング）をセットにしたコースです。
　法定健康診断、胃がんを調べる胃部X線検査、腹部疾患を調べる腹部エコー、脳を調べる頭部CT画像診断を行います。

◆結果は、10日程で出ますので再度ご来院下さい。（ご希望により送付も可能です。）
◆検査の結果によって、必要があれば当クリニックの内科や消化器内科にて診療を承ります。
　また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。
◆土曜日も受診可能です。
◆画像は、医師2名が診断するダブルチェック体制です。
◆希望者は直腸診を受けることが出来ます。","◆下記項目に該当する方は検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","45000","0",,"0","0","0","0","1","0","0","12","2017-08-01 00:00:00","2019-06-07 17:56:21","system","A2636","45000","1","0","1"
"20041","20668","DC20668","人間ドック＋消化器ドック（胃・大腸カメラ付き）","1","3","0",,"◆検査の前に感染症検査のために一度クリニックに来院して頂く必要がありますのでご注意下さい。（感染症検査の費用も含まれています）日程は後日電話にてご相談させて頂きます。
◆サワイメディカルクリニックは今年で２０周年を迎えます。感謝を込めた価格設定になっています。
◆スタンダードな人間ドック（胃カメラ）に、大腸カメラ・脳検査（頭部ＣＴ）や腫瘍マーカーがん検査（肺・消化器・大腸などと男性には前立腺・女性には乳・子宮がんのスクリーニング）をセットにしたコースです。
　法定健康診断、胃がんを調べる胃カメラ（内視鏡）検査、腹部疾患を調べる腹部エコー、脳を調べる頭部CT画像診断を行います。

◆結果は、10日程で出ますので再度ご来院下さい。（ご希望により送付も可能です。）
◆検査の結果によって、必要があれば当クリニックの内科や消化器内科にて診療を承ります。
　また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。
◆土曜日も受診可能です。
◆画像は、医師2名が診断するダブルチェック体制です。","◆下記項目に該当する方は検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方
・他の方へ飛沫感染が考えられる可能性がある方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","67000","0",,"0","0","0","0","1","0","0","9","2017-08-01 00:00:00","2019-06-14 09:10:03","system","A2062","67000","1","0","1"
"20041","20669","DC20669","レディースドック","1","2","0",,"◆スタンダードな人間ドック（胃部X線）に、マンモグラフィ、乳腺エコー、視触診・脳検査（頭部ＣＴ）や腫瘍マーカーがん検査（肺・消化器・大腸などと乳・子宮がんのスクリーニング）をセットにしたコースです。
　法定健康診断、胃がんを調べる胃カメラ（内視鏡）検査、腹部疾患を調べる腹部エコー、脳を調べる頭部CT画像診断を行います。

◆木曜日は女性技師が対応致します。乳腺エコー、視触診を女性医師でご希望される方は木曜日に検査を行って頂ければ対応することが出来ます。
◆結果は、10日程で出ますので再度ご来院下さい。（ご希望により送付も可能です。）
◆検査の結果によって、必要があれば当クリニックの乳腺外科や内科にて診療を承ります。
　また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。
◆画像は、医師2名が診断するダブルチェック体制です。
◆希望者は直腸診を受けることが出来ます。","◆下記項目に該当する方は検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","53000","0",,"0","0","0","0","1","0","0","10","2017-08-01 00:00:00","2019-06-14 09:09:56","system","A2062","53000","1","0","1"
"20041","20670","DC20670","人間ドック＋胃がんドック（胃カメラ）","1","3","0",,"◆検査の前に感染症検査のために一度クリニックに来院して頂く必要がありますのでご注意下さい。（感染症検査の費用も含まれています）日程は後日電話にてご相談させて頂きます。
◆サワイメディカルクリニックは今年で２０周年を迎えます。感謝を込めた価格設定になっています。
◆スタンダードな人間ドック（胃カメラ）に、脳検査（頭部ＣＴ）や腫瘍マーカーがん検査（肺・消化器・大腸などと男性には前立腺・女性には乳・子宮がんのスクリーニング）をセットにしたコースです。
　法定健康診断、胃がんを調べる胃カメラ（内視鏡）検査、腹部疾患を調べる腹部エコー、脳を調べる頭部CT画像診断を行います。

◆結果は、10日程で出ますので再度ご来院下さい。（ご希望により送付も可能です。）
◆検査の結果によって、必要があれば当クリニックの内科や消化器内科にて診療を承ります。
　また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。
◆土曜日も受診可能です。
◆画像は、医師2名が診断するダブルチェック体制です。
◆希望者は直腸診を受けることが出来ます。","◆下記項目に該当する方は検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方
・他の方へ飛沫感染が考えられる可能性がある方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","50000","0",,"0","0","0","0","1","0","0","16","2017-08-01 00:00:00","2019-06-14 09:10:11","system","A2062","50000","1","0","1"
"20041","20671","DC20671","生活習慣病健診","1","2","0",,"◆自覚症状がほとんどないと言われている生活習慣病の発見を目指します。
　特に肥満の方はこれらと密接に関わっています。
高血圧・糖尿病・脂質異常症が心配な方にお勧めの健診になります。
生活習慣や食生活の乱れている方、ご家族に高血圧・糖尿病・脂質異常症の方がいる方にお勧めの健診になります。

◆結果は、10日程で出ますので再度ご来院下さい。（ご希望により送付も可能です。）

◆検査の結果によって、必要があれば当クリニックの内科や消化器内科にて診療を承ります。
　また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。

◆土曜日も受診可能です。","【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査／バリウム
・妊娠中、妊娠の可能性がある方",,"1","10800","0",,"0","0","0","0","1","0","0","8","2017-08-01 00:00:00","2019-06-15 10:42:53","system","B37739","10800","1","0","1"
"20041","20672","DC20672","乳がんドック（マンモグラフィ+乳腺エコー+視触診）月・木は女性医師対応","2","1","0",,"◆女性特有の乳がんをマンモグラフィと乳腺エコー、視触診で行うコースです。

◆月曜日・木曜日は女性医師が対応致します。乳腺エコー、視触診を女性医師でご希望される方は月曜日・木曜日に検査を行って頂ければ対応することが出来ます。マンモグラフィの検査技師は毎日女性が担当しています。

◆結果は、10日程で出ますので再度ご来院下さい。（ご希望により送付も可能です。）

◆検査の結果によって、必要があれば当クリニックの乳腺外科や内科にて診療を承ります。
・また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。","【マンモグラフィ検査注意事項】
◆下記の項目に該当する方はマンモグラフィの検査を受診することができません。
・ペースメーカーを装着されている方 
・豊胸手術をされた方 
・妊娠中または妊娠の可能性がある方 
・授乳中の方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","8000","0",,"0","0","0","0","1","0","0","1","2017-08-01 00:00:00","2019-09-18 19:19:58","system","B37739","8000","1","0","1"
"20041","21898","DC21898","ペアドック＋胃カメラ（経鼻可）付き","1","3","0",,"◆ペアの方のためのコースです。
◆検査の前に感染症検査のために一度クリニックに来院して頂く必要がありますのでご注意下さい。（感染症検査の費用も含まれています）日程は後日電話にてご相談させて頂きます。
◆サワイメディカルクリニックは今年で２０周年を迎えます。感謝を込めた価格設定になっています。
◆脳を調べる頭部CT付の人間ドックに、胃がんを調べる胃カメラ（内視鏡・経鼻可）を付けた人間ドックです。消化器が心配な方におすすめです。
◆胃カメラは経鼻か経口を選べます
◆結果は、10日程で出ますのでご来院ください。（ご希望により送付も可能です。）
◆検査の結果、必要があれば当クリニックの外来にて診療を承ります。また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。
◆土曜日も受診可能です。
◆画像は、医師2名が診断するダブルチェック体制です。
◆希望者は直腸診出来ます。","※2人分の金額です。予約の際は、1人分の連絡先を記入し、同行者の情報は備考欄にご記入ください。

◆下記項目に該当する方はCT検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","94400","0",,"0","0","0","0","1","0","0","15","2017-08-01 00:00:00","2019-06-14 09:10:14","system","A2062","94400","1","0","1"
"20041","21899","DC21899","ペアドック＋消化器ドック◆胃・大腸カメラ付","1","3","0",,"◆ペアの方のためのコースです。
◆検査の前に感染症検査のために一度クリニックに来院して頂く必要がありますのでご注意下さい。（感染症検査の費用も含まれています）日程は後日電話にてご相談させて頂きます。
◆サワイメディカルクリニックは今年で２０周年を迎えます。感謝を込めた価格設定になっています。
◆脳を調べる頭部CT付の人間ドックに、胃がんを調べる胃カメラと大腸がんを調べる大腸カメラを付けた人間ドックです。消化器が心配な方におすすめです。
◆胃カメラは経鼻か経口を選べます。
◆結果は、10日程で出ますのでご来院ください。（ご希望により送付も可能です。）
◆検査の結果、必要があれば当クリニックにて診療を承ります。また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。
◆土曜日も受診可能です。
◆画像は、医師2名が診断するダブルチェック体制です。","※2人分の金額です。予約の際は、1人分の連絡先を記入し、同行者の情報は備考欄にご記入ください。

◆下記項目に該当する方は検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方
・他の方へ飛沫感染が考えられる可能性がある方

【予約時の注意事項】
◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約日の時変更をお願い致しますのであらかじめご了承下さい。
※予約を頂いてから３営業日以内に万が一連絡が無かった場合はお手数ですが、0120-936-547まで連絡を下さいますようお願い申し上げます。",,"1","126400","0",,"0","0","0","0","1","0","0","14","2017-08-01 00:00:00","2019-06-14 09:10:08","system","A2062","126400","1","0","1"
"20041","21900","DC21900","ペア日帰り人間ドック","1","5","0",,"◆土曜も実施。脳まで検査する日帰りドック。前立腺・乳・子宮がんなど、各種腫瘍マーカー付き
◆法定健康診断、胃がんを調べる胃部X線検査、腹部疾患を調べる腹部エコー、脳を調べる頭部CT画像診断を行います。画像は二人の医師が診断するダブルチェック体制です。結果は、10日程で出ますのでご来院ください。ご送付も可能です。
※2人で受診した場合の2人分の金額です。
◆希望者は直腸診を受けることが出来ます。","※予約の際は、1人分の連絡先を記入し、同行者の情報は備考欄にご記入ください。

◆下記項目に該当する方は検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・インプラントを入れている方
・入れ墨をされている方
・妊娠している方、あるいは妊娠の可能性がある方

◆このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
・予約が一杯になっている時は、予約の日時変更をお願い致しますのであらかじめご了承下さい。",,"1","86400","0",,"0","0","0","0","1","0","0","13","2017-08-01 00:00:00","2019-06-07 17:56:23","system","A2636","86400","1","0","1"
"20041","21901","C21901H20041","健保コース","1","4","1",,"◆各種健康保険組合様との契約に基づき、指定検査項目/コース別の健診コースです。
◆当院と直接契約がある共済組合または健康保険組合所属の方で補助を受けられる方は、こちらからの予約をお願いいたします。","当日、お支払いになる金額は各所属の健康保険組合/事業所により異なります。
ご確認の上、ご予約をお願いいたします。",,"0","0","1","医療機関に問合せ下さい","0","0","0","0","1","0","0","11","2017-10-10 17:23:26","2019-03-12 17:02:32","A2064","B37739",,"1","0","1"
"20041","21902","C21902H20041","基本ドック基本コース（胃バリウム検査）胸腹部ＣＴ付","1","6","0",,"◆基本的な人間ドックのコースです。胃の検査はバリウム検査になります。
初めて人間ドックを受けられる方に、安心してご利用できるように基本的な項目を取り入れました。
また胸腹部ＣＴ検査が最初からコースに含まれていますので面倒な腹部エコーやスパイロ検査を省くことができました。


◆身体計測、医師問診、尿検査、便潜血、血圧、心電図、視力、聴力、などの生理学的検査、胸部Ｘ線など一般的な検査項目に加え、胃バリウム検査、腹部エコー検査がセットになっています。
血液検査の項目は腎機能、糖、肝機能、脂質、血液一般、リウマチ検査、梅毒検査、Ｂ型・Ｃ型肝炎の項目が含まれています。

◆妊娠している方、あるいは妊娠の可能性がある方・心臓ペースメーカーなどの機器を身につけている方、脳動脈瘤クリップ、人工関節などの金属が体に埋め込まれている方、インプラント・入れ墨をされている方は受けられませんので、予めご了承下さい。

◆検査の結果、必要があれば当クリニックの外来にて診療を承ります。また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。

◆結果は、10日程で出ます。（郵送の場合は14日程みて下さい）","【予約時の注意事項】
このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
予約が一杯になっている時は、予約の日時変更をお願い致しますのであらかじめご了承下さい。",,"1","35000","0",,"0","0","0","0","1","0","0","3","2018-09-25 10:36:32","2019-09-19 09:08:29","B37739","B37739","35000","1","0","1"
"20041","21903","C21903H20041","基本ドック基本コース（胃カメラ検査、経鼻・経口）胸腹部ＣＴ付","1","3","0",,"◆基本的な人間ドックのコースです。胃の検査は胃カメラ検査になります。経鼻と経口のどちらかから選べます。
胸腹部ＣＴが最初からコース内容に含まれていますので面倒な腹部エコーやスパイロ検査を省くことが出来ました。

◆検査の前に感染症検査のために一度クリニックに来院して頂く必要がありますのでご注意下さい。（感染症検査の費用も含まれています）日程は後日電話にてご相談させて頂きます。

◆経口の場合は、セデーション(鎮痛剤・軽い麻酔)を使用しますので、苦しくない胃カメラ検査が受けられます。

◆身体計測、医師問診、尿検査、便潜血、血圧、心電図、視力、聴力、などの生理学的検査、胸部Ｘ線など一般的な検査項目に加え、胃カメラ検査、胸腹部ＣＴ検査がセットになっています。
血液検査の項目は腎機能、糖、肝機能、脂質、血液一般、リウマチ検査、梅毒検査、Ｂ型・Ｃ型肝炎の項目が含まれています。

◆妊娠している方、あるいは妊娠の可能性がある方・心臓ペースメーカーなどの機器を身につけている方、脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方、インプラント・入れ墨をされている方は受けられませんので、予めご了承下さい。

◆検査の結果、必要があれば当クリニックの外来にて診療を承ります。また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。

◆結果は、10日程で出ます。（郵送の場合は14日程みてください）","【予約時の注意事項】
このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
予約が一杯になっている時は、予約の日時変更をお願い致しますのであらかじめご了承下さい。",,"1","35000","0",,"0","0","0","0","1","0","0","4","2018-09-25 11:20:43","2019-09-19 09:53:20","B37739","B37739","35000","1","0","1"
"20041","21904","C21904H20041","がんドック（胃バリウム検査）腫瘍マーカー検査+胸腹部ＣＴ付","1","6","0",,"◆基本的な人間ドックのコースに、がんの腫瘍マーカーをセットにしたがんの発見に力をいれた人間ドックのコース。胃の検査はバリウム検査になります。
胸腹部ＣＴ検査が最初からコース内容に含まれていますので面倒な腹部エコーやスパイロ検査を省くことが出来ました。

◆ご家族や、ご親戚に、がんの既往歴がある方がいらっしゃる方で、がんが心配な方にお勧めのコースです。

◆身体計測、医師問診、尿検査、便潜血、血圧、心電図、視力、聴力、などの生理学的検査、胸部Ｘ線など一般的な検査項目に加え、胃バリウム検査がセットになっています。腹部CT検査を行うため、腹部エコー検査は含まれていません。
血液検査の項目は腎機能、糖、肝機能、脂質、血液一般、リウマチ検査、梅毒検査、Ｂ型・Ｃ型肝炎の項目が含まれています。

◆がん腫瘍マーカー
【男性】　前立腺がん（ＰＳＡ）、肝臓がん（ＡＦＰ、ＰＩＶＫＡ-Ⅱ）、胃がん・大腸がん・食道がん・膵がん・胆道がん（ＣＥＡ，ＣＡ１９－９）、肺がん（肺扁平上皮がん：シフラ、肺小細胞がん：ＮＳＥ、肺腺がん：ＳＬＸ、その他の肺がん：ＣＥＡ）
【女性】婦人科がん（乳がん：ＣＥＡ、ＣＡ１５－３、卵巣がん：ＣＡ１２５、子宮頸がん：ＳＣＣ抗原、子宮内膜のがん：ＣＡ１９－９）、肝臓がん（ＡＦＰ、ＰＩＶＫＡ-Ⅱ）、胃がん・大腸がん・食道がん・膵がん・胆道がん、：ＣＥＡ、ＣＡ19-9）、肺がん（肺扁平上皮がん：シフラ、肺小細胞がん：ＮＳＥ、肺腺がん：ＳＬＸ、その他の肺がん：ＣＥＡ）
上記のがんの腫瘍マーカーがセットになっています。

◆CT検査で胸部・腹部の撮影をします。　
CT検査は、Ｘ線を使って身体の断面を撮影する検査です。
胸部ＣＴ検査では肺がんをはじめ、大動脈瘤、肺気腫、器質性肺炎などの病気が分かります。
腹部ＣＴ検査では、肝嚢胞、腎嚢胞、胆のうポリープ、胆石などの病気が分かります。

◆妊娠している方、あるいは妊娠の可能性がある方、心臓ペースメーカーなどの機器を身につけている方、脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方、インプラント・入れ墨をされている方は受けられませんので、予めご了承下さい。

◆検査の結果、必要があれば当クリニックの外来にて診療を承ります。また、医科歯科大学や、国立がんセンターなどへのご紹介もいたします。

◆結果は、14日程で出ます","【予約時の注意事項】
このお申し込みで予約が確定したわけではありません、こちらからお電話を差し上げて日時を確認した時に初めて予約が確定となります。
予約が一杯になっている時は、予約の日時変更をお願い致しますのであらかじめご了承下さい。",,"1","45000","0",,"0","0","0","0","1","0","0","5","2018-09-25 12:42:45","2019-09-19 10:06:26","B37739","B37739","45000","1","0","1"
