"hospital_no","course_no","flg_qa_no","flg_qa","flg_qa_title","flg_qa_answer01","flg_qa_answer02","flg_qa_answer03","flg_qa_answer04","flg_qa_answer05","flg_qa_answer06","flg_qa_answer07","flg_qa_answer08","flg_qa_answer09","flg_qa_answer10","rgst","updt","created_id","updated_id"
"20403","82","4","1",,,,,,,,,,,,"2018-10-12 10:37:25","2018-10-12 10:37:25","A166","A166"
"20403","82","5","1",,,,,,,,,,,,"2018-10-12 10:37:25","2018-10-12 10:37:25","A166","A166"
"20403","83","1","1",,,,,,,,,,,,"2018-10-15 11:00:42","2018-10-15 11:00:42","A166","A166"
"20403","83","2","1",,,,,,,,,,,,"2018-10-15 11:00:42","2018-10-15 11:00:42","A166","A166"
"20403","83","3","1",,,,,,,,,,,,"2018-10-15 11:00:42","2018-10-15 11:00:42","A166","A166"
"20403","83","4","1",,,,,,,,,,,,"2018-10-15 11:00:42","2018-10-15 11:00:42","A166","A166"
"20403","83","5","1",,,,,,,,,,,,"2018-10-15 11:00:42","2018-10-15 11:00:42","A166","A166"
"20403","84","1","1",,,,,,,,,,,,"2018-10-15 11:00:39","2018-10-15 11:00:39","A166","A166"
"20403","84","2","1",,,,,,,,,,,,"2018-10-15 11:00:39","2018-10-15 11:00:39","A166","A166"
"20403","84","3","1",,,,,,,,,,,,"2018-10-15 11:00:39","2018-10-15 11:00:39","A166","A166"
"20403","84","4","1",,,,,,,,,,,,"2018-10-15 11:00:39","2018-10-15 11:00:39","A166","A166"
"20403","84","5","1",,,,,,,,,,,,"2018-10-15 11:00:39","2018-10-15 11:00:39","A166","A166"
"20403","85","1","1",,,,,,,,,,,,"2018-10-18 14:18:42","2018-10-18 14:18:42","A259","A259"
"20403","85","2","1",,,,,,,,,,,,"2018-10-18 14:18:42","2018-10-18 14:18:42","A259","A259"
"20403","85","3","1",,,,,,,,,,,,"2018-10-18 14:18:42","2018-10-18 14:18:42","A259","A259"
"20403","85","4","1",,,,,,,,,,,,"2018-10-18 14:18:42","2018-10-18 14:18:42","A259","A259"
"20403","85","5","1",,,,,,,,,,,,"2018-10-18 14:18:42","2018-10-18 14:18:42","A259","A259"
"20403","86","1","1",,,,,,,,,,,,"2018-10-25 09:49:24","2018-10-25 09:49:24","A278","A278"
"20403","86","2","1",,,,,,,,,,,,"2018-10-25 09:49:24","2018-10-25 09:49:24","A278","A278"
"20403","86","3","1",,,,,,,,,,,,"2018-10-25 09:49:24","2018-10-25 09:49:24","A278","A278"
"20403","86","4","1",,,,,,,,,,,,"2018-10-25 09:49:24","2018-10-25 09:49:24","A278","A278"
"20403","86","5","1",,,,,,,,,,,,"2018-10-25 09:49:24","2018-10-25 09:49:24","A278","A278"
"20403","87","1","0","質問事項タイトルを入れるところだよ","回答はeee","回答はggg","回答はcccc",,,,,,,,"2019-05-17 15:09:19","2019-05-17 15:09:19","B5471","B5471"
"20403","87","2","0","質問事項タイトルを入れるところだよ2","aaaa","ccc","gggg","aaa",,,,,,,"2019-05-17 15:09:19","2019-05-17 15:09:19","B5471","B5471"
"20403","87","3","0","質問事項タイトルを入れるところだよ3","えええええ","ううううう",,,,,,,,,"2019-05-17 15:09:19","2019-05-17 15:09:19","B5471","B5471"
"20403","87","4","1",,,,,,,,,,,,"2019-05-17 15:09:19","2019-05-17 15:09:19","B5471","B5471"
"20403","87","5","1",,,,,,,,,,,,"2019-05-17 15:09:19","2019-05-17 15:09:19","B5471","B5471"
"20403","88","1","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","88","2","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","88","3","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","88","4","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","88","5","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","89","1","1",,,,,,,,,,,,"2019-05-30 16:44:32","2019-05-30 16:44:32","A248","A248"
"20403","89","2","1",,,,,,,,,,,,"2019-05-30 16:44:32","2019-05-30 16:44:32","A248","A248"
"20403","89","3","1",,,,,,,,,,,,"2019-05-30 16:44:32","2019-05-30 16:44:32","A248","A248"
"20403","89","4","1",,,,,,,,,,,,"2019-05-30 16:44:32","2019-05-30 16:44:32","A248","A248"
"20403","89","5","1",,,,,,,,,,,,"2019-05-30 16:44:32","2019-05-30 16:44:32","A248","A248"
"20403","90","1","1",,,,,,,,,,,,"2019-05-30 16:44:33","2019-05-30 16:44:33","A248","A248"
"20403","90","2","1",,,,,,,,,,,,"2019-05-30 16:44:33","2019-05-30 16:44:33","A248","A248"
"20403","90","3","1",,,,,,,,,,,,"2019-05-30 16:44:33","2019-05-30 16:44:33","A248","A248"
"20403","90","4","1",,,,,,,,,,,,"2019-05-30 16:44:33","2019-05-30 16:44:33","A248","A248"
"20403","90","5","1",,,,,,,,,,,,"2019-05-30 16:44:33","2019-05-30 16:44:33","A248","A248"
"20403","91","1","1",,,,,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","91","2","1",,,,,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","91","3","1",,,,,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","91","4","1",,,,,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","91","5","1",,,,,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","92","1","1",,,,,,,,,,,,"2019-03-04 11:01:44","2019-03-04 11:01:44","A248","A248"
"20403","92","2","1",,,,,,,,,,,,"2019-03-04 11:01:44","2019-03-04 11:01:44","A248","A248"
"20403","92","3","1",,,,,,,,,,,,"2019-03-04 11:01:44","2019-03-04 11:01:44","A248","A248"
"20403","92","4","1",,,,,,,,,,,,"2019-03-04 11:01:44","2019-03-04 11:01:44","A248","A248"
"20403","92","5","1",,,,,,,,,,,,"2019-03-04 11:01:44","2019-03-04 11:01:44","A248","A248"
"20403","93","1","0","質問事項01","質問事項01の回答01","質問事項01の回答02","質問事項01の回答03","質問事項01の回答04","質問事項01の回答05",,,,,,"2018-12-12 09:18:39","2018-12-12 09:18:39","B5471","B5471"
"20403","93","2","0","質問事項02","質問事項02の回答01","質問事項02の回答02","質問事項02の回答03","質問事項02の回答04","質問事項02の回答05",,,,,,"2018-12-12 09:18:39","2018-12-12 09:18:39","B5471","B5471"
"20403","93","3","1",,,,,,,,,,,,"2018-12-12 09:18:39","2018-12-12 09:18:39","B5471","B5471"
"20403","93","4","1",,,,,,,,,,,,"2018-12-12 09:18:39","2018-12-12 09:18:39","B5471","B5471"
"20403","93","5","1",,,,,,,,,,,,"2018-12-12 09:18:39","2018-12-12 09:18:39","B5471","B5471"
"20403","94","1","1",,,,,,,,,,,,"2018-12-13 13:36:48","2018-12-13 13:36:48","B5471","B5471"
"20403","94","2","1",,,,,,,,,,,,"2018-12-13 13:36:48","2018-12-13 13:36:48","B5471","B5471"
"20403","94","3","1",,,,,,,,,,,,"2018-12-13 13:36:48","2018-12-13 13:36:48","B5471","B5471"
"20403","94","4","1",,,,,,,,,,,,"2018-12-13 13:36:48","2018-12-13 13:36:48","B5471","B5471"
"20403","94","5","1",,,,,,,,,,,,"2018-12-13 13:36:48","2018-12-13 13:36:48","B5471","B5471"
"20403","95","1","0","質問事項タイトル01","質問事項タイトル01回答01","質問事項タイトル01回答02","質問事項タイトル01回答03","質問事項タイトル01回答04","質問事項タイトル01回答05",,,,,,"2018-12-18 18:09:26","2018-12-18 18:09:26","B5471","B5471"
"20403","95","2","0","質問事項タイトル02","質問事項タイトル02回答01","質問事項タイトル02回答02","質問事項タイトル02回答03","質問事項タイトル02回答04","質問事項タイトル02回答05",,,,,,"2018-12-18 18:09:26","2018-12-18 18:09:26","B5471","B5471"
"20403","95","3","1",,,,,,,,,,,,"2018-12-18 18:09:26","2018-12-18 18:09:26","B5471","B5471"
"20403","95","4","1",,,,,,,,,,,,"2018-12-18 18:09:26","2018-12-18 18:09:26","B5471","B5471"
"20403","95","5","1",,,,,,,,,,,,"2018-12-18 18:09:26","2018-12-18 18:09:26","B5471","B5471"
"20403","96","1","0","質問事項タイトルを入れるところだよ","回答はeee","回答はggg","回答はcccc",,,,,,,,"2019-05-14 15:01:05","2019-05-14 15:01:05","A379","A379"
"20403","96","2","0","質問事項タイトルを入れるところだよ2","aaaa","ccc","gggg","aaa",,,,,,,"2019-05-14 15:01:05","2019-05-14 15:01:05","A379","A379"
"20403","96","3","0","質問事項タイトルを入れるところだよ3","えええええ","ううううう",,,,,,,,,"2019-05-14 15:01:05","2019-05-14 15:01:05","A379","A379"
"20403","96","4","1",,,,,,,,,,,,"2019-05-14 15:01:05","2019-05-14 15:01:05","A379","A379"
"20403","96","5","1",,,,,,,,,,,,"2019-05-14 15:01:05","2019-05-14 15:01:05","A379","A379"
"20403","97","1","1",,,,,,,,,,,,"2019-01-07 10:24:00","2019-01-07 10:24:00","A159","A159"
"20403","97","2","1",,,,,,,,,,,,"2019-01-07 10:24:00","2019-01-07 10:24:00","A159","A159"
"20403","97","3","1",,,,,,,,,,,,"2019-01-07 10:24:00","2019-01-07 10:24:00","A159","A159"
"20403","97","4","1",,,,,,,,,,,,"2019-01-07 10:24:00","2019-01-07 10:24:00","A159","A159"
"20403","97","5","1",,,,,,,,,,,,"2019-01-07 10:24:00","2019-01-07 10:24:00","A159","A159"
"20403","98","1","0","質問１","回答１１","回答１２",,,,,,,,,"2019-03-15 16:02:27","2019-03-15 16:02:27","A275","A275"
"20403","98","2","0","質問２","回答２１","回答２２",,,,,,,,,"2019-03-15 16:02:27","2019-03-15 16:02:27","A275","A275"
"20403","98","3","0","質問３","回答３１","回答３２",,,,,,,,,"2019-03-15 16:02:27","2019-03-15 16:02:27","A275","A275"
"20403","98","4","1",,,,,,,,,,,,"2019-03-15 16:02:27","2019-03-15 16:02:27","A275","A275"
"20403","98","5","1",,,,,,,,,,,,"2019-03-15 16:02:27","2019-03-15 16:02:27","A275","A275"
"20403","99","1","1",,,,,,,,,,,,"2019-02-26 17:12:16","2019-02-26 17:12:16","B5471","B5471"
"20403","99","2","1",,,,,,,,,,,,"2019-02-26 17:12:16","2019-02-26 17:12:16","B5471","B5471"
"20403","99","3","1",,,,,,,,,,,,"2019-02-26 17:12:16","2019-02-26 17:12:16","B5471","B5471"
"20403","99","4","1",,,,,,,,,,,,"2019-02-26 17:12:16","2019-02-26 17:12:16","B5471","B5471"
"20403","99","5","1",,,,,,,,,,,,"2019-02-26 17:12:16","2019-02-26 17:12:16","B5471","B5471"
"20403","100","1","1",,,,,,,,,,,,"2019-02-26 17:13:09","2019-02-26 17:13:09","B5471","B5471"
"20403","100","2","1",,,,,,,,,,,,"2019-02-26 17:13:09","2019-02-26 17:13:09","B5471","B5471"
"20403","100","3","1",,,,,,,,,,,,"2019-02-26 17:13:09","2019-02-26 17:13:09","B5471","B5471"
"20403","100","4","1",,,,,,,,,,,,"2019-02-26 17:13:09","2019-02-26 17:13:09","B5471","B5471"
"20403","100","5","1",,,,,,,,,,,,"2019-02-26 17:13:09","2019-02-26 17:13:09","B5471","B5471"
"20403","101","1","0","①妊娠中、もしくはその可能性はありますか？","はい、あります。","いいえ、ありません。",,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","101","2","0","②心臓ペースメーカーはありますか？","はい、あります。","いいえ、ありません。",,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","101","3","0","③人工内耳はありますか？","はい、あります。（⇒手術をした医師に、MRI検査可能か確認して下さい）","いいえ、ありません。",,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","101","4","0","④マグネット式入れ歯は、ありますか？","はい、あります。（⇒歯科医師に、MRI検査可能か確認して下さい）","いいえ、ありません。",,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","101","5","0","⑤コンタクトレンズは、していますか？","はい、しています。（⇒検査時外してもらいます。保存ケースやメガネ等持参下さい）","いいえ、していません。",,,,,,,,,"2019-03-18 19:43:34","2019-03-18 19:43:34","B5471","B5471"
"20403","102","1","0","質問１","回答１",,,,,,,,,,"2019-03-18 19:43:33","2019-03-18 19:43:33","B5471","B5471"
"20403","102","2","1",,,,,,,,,,,,"2019-03-18 19:43:33","2019-03-18 19:43:33","B5471","B5471"
"20403","102","3","1",,,,,,,,,,,,"2019-03-18 19:43:33","2019-03-18 19:43:33","B5471","B5471"
"20403","102","4","1",,,,,,,,,,,,"2019-03-18 19:43:33","2019-03-18 19:43:33","B5471","B5471"
"20403","102","5","1",,,,,,,,,,,,"2019-03-18 19:43:33","2019-03-18 19:43:33","B5471","B5471"
"20403","103","1","1",,,,,,,,,,,,"2019-03-18 19:43:32","2019-03-18 19:43:32","B5471","B5471"
"20403","103","2","1",,,,,,,,,,,,"2019-03-18 19:43:32","2019-03-18 19:43:32","B5471","B5471"
"20403","103","3","1",,,,,,,,,,,,"2019-03-18 19:43:32","2019-03-18 19:43:32","B5471","B5471"
"20403","103","4","1",,,,,,,,,,,,"2019-03-18 19:43:32","2019-03-18 19:43:32","B5471","B5471"
"20403","103","5","1",,,,,,,,,,,,"2019-03-18 19:43:32","2019-03-18 19:43:32","B5471","B5471"
"20403","104","1","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","104","2","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","104","3","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","104","4","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","104","5","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","105","1","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","105","2","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","105","3","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","105","4","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","105","5","1",,,,,,,,,,,,"2019-03-18 19:43:31","2019-03-18 19:43:31","B5471","B5471"
"20403","106","1","1",,,,,,,,,,,,"2019-03-18 19:43:30","2019-03-18 19:43:30","B5471","B5471"
"20403","106","2","1",,,,,,,,,,,,"2019-03-18 19:43:30","2019-03-18 19:43:30","B5471","B5471"
"20403","106","3","1",,,,,,,,,,,,"2019-03-18 19:43:30","2019-03-18 19:43:30","B5471","B5471"
"20403","106","4","1",,,,,,,,,,,,"2019-03-18 19:43:30","2019-03-18 19:43:30","B5471","B5471"
"20403","106","5","1",,,,,,,,,,,,"2019-03-18 19:43:30","2019-03-18 19:43:30","B5471","B5471"
"20403","107","1","1",,,,,,,,,,,,"2019-03-04 11:01:43","2019-03-04 11:01:43","A248","A248"
"20403","107","2","1",,,,,,,,,,,,"2019-03-04 11:01:43","2019-03-04 11:01:43","A248","A248"
"20403","107","3","1",,,,,,,,,,,,"2019-03-04 11:01:43","2019-03-04 11:01:43","A248","A248"
"20403","107","4","1",,,,,,,,,,,,"2019-03-04 11:01:43","2019-03-04 11:01:43","A248","A248"
"20403","107","5","1",,,,,,,,,,,,"2019-03-04 11:01:43","2019-03-04 11:01:43","A248","A248"
"20403","108","1","1",,,,,,,,,,,,"2019-03-04 11:45:19","2019-03-04 11:45:19","A248","A248"
"20403","108","2","1",,,,,,,,,,,,"2019-03-04 11:45:19","2019-03-04 11:45:19","A248","A248"
"20403","108","3","1",,,,,,,,,,,,"2019-03-04 11:45:19","2019-03-04 11:45:19","A248","A248"
"20403","108","4","1",,,,,,,,,,,,"2019-03-04 11:45:19","2019-03-04 11:45:19","A248","A248"
"20403","108","5","1",,,,,,,,,,,,"2019-03-04 11:45:19","2019-03-04 11:45:19","A248","A248"
"20403","109","1","1",,,,,,,,,,,,"2019-03-04 11:45:48","2019-03-04 11:45:48","A248","A248"
"20403","109","2","1",,,,,,,,,,,,"2019-03-04 11:45:48","2019-03-04 11:45:48","A248","A248"
"20403","109","3","1",,,,,,,,,,,,"2019-03-04 11:45:48","2019-03-04 11:45:48","A248","A248"
"20403","109","4","1",,,,,,,,,,,,"2019-03-04 11:45:48","2019-03-04 11:45:48","A248","A248"
"20403","109","5","1",,,,,,,,,,,,"2019-03-04 11:45:48","2019-03-04 11:45:48","A248","A248"
"20403","110","1","1",,,,,,,,,,,,"2019-03-04 11:47:10","2019-03-04 11:47:10","A248","A248"
"20403","110","2","1",,,,,,,,,,,,"2019-03-04 11:47:10","2019-03-04 11:47:10","A248","A248"
"20403","110","3","1",,,,,,,,,,,,"2019-03-04 11:47:10","2019-03-04 11:47:10","A248","A248"
"20403","110","4","1",,,,,,,,,,,,"2019-03-04 11:47:10","2019-03-04 11:47:10","A248","A248"
"20403","110","5","1",,,,,,,,,,,,"2019-03-04 11:47:10","2019-03-04 11:47:10","A248","A248"
"20403","111","1","1",,,,,,,,,,,,"2019-03-18 19:43:29","2019-03-18 19:43:29","B5471","B5471"
"20403","111","2","1",,,,,,,,,,,,"2019-03-18 19:43:29","2019-03-18 19:43:29","B5471","B5471"
"20403","111","3","1",,,,,,,,,,,,"2019-03-18 19:43:29","2019-03-18 19:43:29","B5471","B5471"
"20403","111","4","1",,,,,,,,,,,,"2019-03-18 19:43:29","2019-03-18 19:43:29","B5471","B5471"
"20403","111","5","1",,,,,,,,,,,,"2019-03-18 19:43:29","2019-03-18 19:43:29","B5471","B5471"
"20403","112","1","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","112","2","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","112","3","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","112","4","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","112","5","1",,,,,,,,,,,,"2019-03-18 19:43:28","2019-03-18 19:43:28","B5471","B5471"
"20403","113","1","1",,,,,,,,,,,,"2019-03-05 13:33:19","2019-03-05 13:33:19","B5471","B5471"
"20403","113","2","1",,,,,,,,,,,,"2019-03-05 13:33:19","2019-03-05 13:33:19","B5471","B5471"
"20403","113","3","1",,,,,,,,,,,,"2019-03-05 13:33:19","2019-03-05 13:33:19","B5471","B5471"
"20403","113","4","1",,,,,,,,,,,,"2019-03-05 13:33:19","2019-03-05 13:33:19","B5471","B5471"
"20403","113","5","1",,,,,,,,,,,,"2019-03-05 13:33:19","2019-03-05 13:33:19","B5471","B5471"
"20403","114","1","1",,,,,,,,,,,,"2019-03-05 11:57:29","2019-03-05 11:57:29","B5471","B5471"
"20403","114","2","1",,,,,,,,,,,,"2019-03-05 11:57:29","2019-03-05 11:57:29","B5471","B5471"
"20403","114","3","1",,,,,,,,,,,,"2019-03-05 11:57:29","2019-03-05 11:57:29","B5471","B5471"
"20403","114","4","1",,,,,,,,,,,,"2019-03-05 11:57:29","2019-03-05 11:57:29","B5471","B5471"
"20403","114","5","1",,,,,,,,,,,,"2019-03-05 11:57:29","2019-03-05 11:57:29","B5471","B5471"
"20403","115","1","1",,,,,,,,,,,,"2019-03-05 11:55:13","2019-03-05 11:55:13","B5471","B5471"
"20403","115","2","1",,,,,,,,,,,,"2019-03-05 11:55:13","2019-03-05 11:55:13","B5471","B5471"
"20403","115","3","1",,,,,,,,,,,,"2019-03-05 11:55:13","2019-03-05 11:55:13","B5471","B5471"
"20403","115","4","1",,,,,,,,,,,,"2019-03-05 11:55:13","2019-03-05 11:55:13","B5471","B5471"
"20403","115","5","1",,,,,,,,,,,,"2019-03-05 11:55:13","2019-03-05 11:55:13","B5471","B5471"
"20403","116","1","1",,,,,,,,,,,,"2019-03-18 19:43:35","2019-03-18 19:43:35","B5471","B5471"
"20403","116","2","1",,,,,,,,,,,,"2019-03-18 19:43:35","2019-03-18 19:43:35","B5471","B5471"
"20403","116","3","1",,,,,,,,,,,,"2019-03-18 19:43:35","2019-03-18 19:43:35","B5471","B5471"
"20403","116","4","1",,,,,,,,,,,,"2019-03-18 19:43:35","2019-03-18 19:43:35","B5471","B5471"
"20403","116","5","1",,,,,,,,,,,,"2019-03-18 19:43:35","2019-03-18 19:43:35","B5471","B5471"
"20403","117","1","1",,,,,,,,,,,,"2019-03-15 10:59:30","2019-03-15 10:59:30","A275","A275"
"20403","117","2","1",,,,,,,,,,,,"2019-03-15 10:59:30","2019-03-15 10:59:30","A275","A275"
"20403","117","3","1",,,,,,,,,,,,"2019-03-15 10:59:30","2019-03-15 10:59:30","A275","A275"
"20403","117","4","1",,,,,,,,,,,,"2019-03-15 10:59:30","2019-03-15 10:59:30","A275","A275"
"20403","117","5","1",,,,,,,,,,,,"2019-03-15 10:59:30","2019-03-15 10:59:30","A275","A275"
"20403","118","1","1",,,,,,,,,,,,"2019-03-15 11:41:54","2019-03-15 11:41:54","A275","A275"
"20403","118","2","1",,,,,,,,,,,,"2019-03-15 11:41:54","2019-03-15 11:41:54","A275","A275"
"20403","118","3","1",,,,,,,,,,,,"2019-03-15 11:41:54","2019-03-15 11:41:54","A275","A275"
"20403","118","4","1",,,,,,,,,,,,"2019-03-15 11:41:54","2019-03-15 11:41:54","A275","A275"
"20403","118","5","1",,,,,,,,,,,,"2019-03-15 11:41:54","2019-03-15 11:41:54","A275","A275"
"20403","119","1","1",,,,,,,,,,,,"2019-03-15 10:33:00","2019-03-15 10:33:00","A275","A275"
"20403","119","2","1",,,,,,,,,,,,"2019-03-15 10:33:00","2019-03-15 10:33:00","A275","A275"
"20403","119","3","1",,,,,,,,,,,,"2019-03-15 10:33:00","2019-03-15 10:33:00","A275","A275"
"20403","119","4","1",,,,,,,,,,,,"2019-03-15 10:33:00","2019-03-15 10:33:00","A275","A275"
"20403","119","5","1",,,,,,,,,,,,"2019-03-15 10:33:00","2019-03-15 10:33:00","A275","A275"
"20403","120","1","1",,,,,,,,,,,,"2019-03-15 10:51:44","2019-03-15 10:51:44","A275","A275"
"20403","120","2","1",,,,,,,,,,,,"2019-03-15 10:51:44","2019-03-15 10:51:44","A275","A275"
"20403","120","3","1",,,,,,,,,,,,"2019-03-15 10:51:44","2019-03-15 10:51:44","A275","A275"
"20403","120","4","1",,,,,,,,,,,,"2019-03-15 10:51:44","2019-03-15 10:51:44","A275","A275"
"20403","120","5","1",,,,,,,,,,,,"2019-03-15 10:51:44","2019-03-15 10:51:44","A275","A275"
"20403","121","1","1",,,,,,,,,,,,"2019-03-25 14:06:28","2019-03-25 14:06:28","B5471","B5471"
"20403","121","2","1",,,,,,,,,,,,"2019-03-25 14:06:28","2019-03-25 14:06:28","B5471","B5471"
"20403","121","3","1",,,,,,,,,,,,"2019-03-25 14:06:28","2019-03-25 14:06:28","B5471","B5471"
"20403","121","4","1",,,,,,,,,,,,"2019-03-25 14:06:28","2019-03-25 14:06:28","B5471","B5471"
"20403","121","5","1",,,,,,,,,,,,"2019-03-25 14:06:28","2019-03-25 14:06:28","B5471","B5471"
"20403","122","1","1",,,,,,,,,,,,"2019-03-25 12:35:11","2019-03-25 12:35:11","B5471","B5471"
"20403","122","2","1",,,,,,,,,,,,"2019-03-25 12:35:11","2019-03-25 12:35:11","B5471","B5471"
"20403","122","3","1",,,,,,,,,,,,"2019-03-25 12:35:11","2019-03-25 12:35:11","B5471","B5471"
"20403","122","4","1",,,,,,,,,,,,"2019-03-25 12:35:11","2019-03-25 12:35:11","B5471","B5471"
"20403","122","5","1",,,,,,,,,,,,"2019-03-25 12:35:11","2019-03-25 12:35:11","B5471","B5471"
"20403","123","1","1",,,,,,,,,,,,"2019-03-26 16:10:16","2019-03-26 16:10:16","A248","A248"
"20403","123","2","1",,,,,,,,,,,,"2019-03-26 16:10:16","2019-03-26 16:10:16","A248","A248"
"20403","123","3","1",,,,,,,,,,,,"2019-03-26 16:10:16","2019-03-26 16:10:16","A248","A248"
"20403","123","4","1",,,,,,,,,,,,"2019-03-26 16:10:16","2019-03-26 16:10:16","A248","A248"
"20403","123","5","1",,,,,,,,,,,,"2019-03-26 16:10:16","2019-03-26 16:10:16","A248","A248"
"20403","124","1","1",,,,,,,,,,,,"2019-03-27 15:15:05","2019-03-27 15:15:05","A348","A348"
"20403","124","2","1",,,,,,,,,,,,"2019-03-27 15:15:05","2019-03-27 15:15:05","A348","A348"
"20403","124","3","1",,,,,,,,,,,,"2019-03-27 15:15:05","2019-03-27 15:15:05","A348","A348"
"20403","124","4","1",,,,,,,,,,,,"2019-03-27 15:15:05","2019-03-27 15:15:05","A348","A348"
"20403","124","5","1",,,,,,,,,,,,"2019-03-27 15:15:05","2019-03-27 15:15:05","A348","A348"
"20403","125","1","1",,,,,,,,,,,,"2019-03-28 10:32:51","2019-03-28 10:32:51","A248","A248"
"20403","125","2","1",,,,,,,,,,,,"2019-03-28 10:32:51","2019-03-28 10:32:51","A248","A248"
"20403","125","3","1",,,,,,,,,,,,"2019-03-28 10:32:51","2019-03-28 10:32:51","A248","A248"
"20403","125","4","1",,,,,,,,,,,,"2019-03-28 10:32:51","2019-03-28 10:32:51","A248","A248"
"20403","125","5","1",,,,,,,,,,,,"2019-03-28 10:32:51","2019-03-28 10:32:51","A248","A248"
"20403","126","1","1",,,,,,,,,,,,"2019-03-29 14:45:39","2019-03-29 14:45:39","A248","A248"
"20403","126","2","1",,,,,,,,,,,,"2019-03-29 14:45:39","2019-03-29 14:45:39","A248","A248"
"20403","126","3","1",,,,,,,,,,,,"2019-03-29 14:45:39","2019-03-29 14:45:39","A248","A248"
"20403","126","4","1",,,,,,,,,,,,"2019-03-29 14:45:39","2019-03-29 14:45:39","A248","A248"
"20403","126","5","1",,,,,,,,,,,,"2019-03-29 14:45:39","2019-03-29 14:45:39","A248","A248"
"20403","127","1","1",,,,,,,,,,,,"2019-03-28 15:06:59","2019-03-28 15:06:59","A248","A248"
"20403","127","2","1",,,,,,,,,,,,"2019-03-28 15:06:59","2019-03-28 15:06:59","A248","A248"
"20403","127","3","1",,,,,,,,,,,,"2019-03-28 15:06:59","2019-03-28 15:06:59","A248","A248"
"20403","127","4","1",,,,,,,,,,,,"2019-03-28 15:06:59","2019-03-28 15:06:59","A248","A248"
"20403","127","5","1",,,,,,,,,,,,"2019-03-28 15:06:59","2019-03-28 15:06:59","A248","A248"
"20403","128","1","1",,,,,,,,,,,,"2019-03-28 15:29:29","2019-03-28 15:29:29","A248","A248"
"20403","128","2","1",,,,,,,,,,,,"2019-03-28 15:29:29","2019-03-28 15:29:29","A248","A248"
"20403","128","3","1",,,,,,,,,,,,"2019-03-28 15:29:29","2019-03-28 15:29:29","A248","A248"
"20403","128","4","1",,,,,,,,,,,,"2019-03-28 15:29:29","2019-03-28 15:29:29","A248","A248"
"20403","128","5","1",,,,,,,,,,,,"2019-03-28 15:29:29","2019-03-28 15:29:29","A248","A248"
"20403","129","1","1",,,,,,,,,,,,"2019-04-09 16:11:35","2019-04-09 16:11:35","A65","A65"
"20403","129","2","1",,,,,,,,,,,,"2019-04-09 16:11:35","2019-04-09 16:11:35","A65","A65"
"20403","129","3","1",,,,,,,,,,,,"2019-04-09 16:11:35","2019-04-09 16:11:35","A65","A65"
