"no","id","code","k_id","name","kana","zip","pref","district_no","address1","address2","x","y","direction","streetview_url","tel","paycall","fax","mail","info_mail","info_cc","info_bcc","url","flg_photo","flg_equipment","equipment_note","parking_note","flg_language","language_note","flg_credit_company","credit_note","dt_consultation","consultation_note","memo","business_hours","rail1","station1","access1","rail2","station2","access2","rail3","station3","access3","rail4","station4","access4","rail5","station5","access5","description","memo1","memo2","memo3","principal","principal_history","pv","pvad","pickup","login_id","login_psw","login_status","status","evaluation_flg","free_area","search_word","plan_cd","hplink_contract_kbn","hplink_count","hplink_price","rgst","updt","created_id","updated_id","flg_pre_account","pre_account_discount_rate","pre_account_commission_rate"
"20670","x0325729","D20670","K10181291","戸越脳神経外科クリニック","とごしのうしんけいげかくりにっく","142-0041","13","131091","戸越1-7-1","東急戸越ビル1F","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1530517463508!6m8!1m7!1sHiIF7QCiI3YtLcIuQ3AVew!2m2!1d35.61676064361856!2d139.7174488573459!3f112.92681920055799!4f19.797722289346268!5f0.7820865974627469","03-5751-7333",,,,,,,,,,,,,,,,,,,,"313","1105","A2出口から、徒歩2分","297","960","徒歩5分",,,,,,,,,,,,,,"田中 鉄兵","【略歴】
1999年　東海大学医学部 卒業
1999年　聖路加国際病院
2002年　中村記念病院
2007年　藤田保健衛生大学病院
2016年　セコメディック病院
2018年　戸越脳神経外科クリニック 院長就任
【資格】
日本脳神経外科学会認定 脳神経外科専門医
日本脳神経血管内治療学会認定 脳血管内治療専門医","167","4800","0",,,"0","1","0","<style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>

<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/TCvE9hVtMNoWSnKl"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>

<div class=""grooonSp"">
<a href=""https://grooon.com/tour/TCvE9hVtMNoWSnKl"" target=""_blank""><img src=""/img/hospital/x0325729/account/D20670_sp600_400_btn_tour.png"" alt=""院内ツアー""></a>
</div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/12482"",
        ""url"": ""https://play.bespotful.com/12482"",
        ""embedUrl"": ""https://play.bespotful.com/12482"",
        ""name"": ""【施設1分動画】戸越脳神経外科クリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

戸越脳神経外科クリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：戸越脳神経外科クリニック
住所：東京都品川区
最寄り駅：戸越駅/戸越銀座駅

【戸越脳神経外科クリニックの検査項目】
主な検診コース:脳ドック"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1559012036_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-05-28"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>

",,"24","0",,,"2018-06-27 11:00:32","2019-07-17 12:26:55","epkdoc01","epkdoc01","0","0",
"20073","x0357848","D20073","K10139740","谷根千クリニック","やねせんくりにっく","113-0031","13","131059","根津2‐33‐14",,,,,"https://maps.google.co.jp/maps?f=q&source=embed&hl=ja&geocode=&q=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA%E6%A0%B9%E6%B4%A52-33-14&aq=&sll=35.698277,139.638808&sspn=0.001736,0.002411&brcurrent=3,0x60188c2c33abb549:0x505825d4d3fa2821,0&ie=UTF8&hq=&hnear=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA%E6%A0%B9%E6%B4%A5%EF%BC%92%E4%B8%81%E7%9B%AE%EF%BC%93%EF%BC%93%E2%88%92%EF%BC%91%EF%BC%94&ll=35.720817,139.764116&spn=0.001564,0.004823&t=m&z=14&layer=c&cbll=35.720654,139.764141&panoid=bVBsgyqkLTPxQArID4Ee4A&cbp=12,355.9,,0,-9.51&output=svembed","03-3827-2731",,,,,,,,,,,,,,,,,"水・日以外の祝日は診療あり。年末年始","・年末年始","月・火・木・金・祝日　9:00～12:00 　14:00～18:15","307","1083","1番出口から徒歩7分",,,,,,,,,,,,,,,,,"林 俊之","【資格】
日本外科学会認定 外科専門医
日本消化器外科学会認定 消化器外科専門医
日本消化器内視鏡学会認定 消化器内視鏡専門医","107","2300","0",,,"0","1","0","<style>
#localNav ul li:nth-child(5) {    display: none;}
#localNav ul li:nth-child(6) {    display: none;}
#localNav {    height: 184px;}
#localNav ul {    height: 184px;}
</style>

",,"03","0",,,"2017-07-31 00:00:00","2019-07-08 14:37:53","system","epkdoc01","0","0",
"21124","x0364264","D21124","K10187978","水野宏胃腸科内科","みずのひろしいちょうかないか","464-0850","23","231011","今池4-14-3 ",,"0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1545294346804!6m8!1m7!1szFwn7-X6VF4twfisqyR10g!2m2!1d35.16943715955008!2d136.9386655023574!3f104.35515401891669!4f24.133077142076544!5f0.7820865974627469","052-733-0300",,,,,,,,,,,,,,,,,,"※内視鏡検査は8時からおこなっています。＜br＞
【受付時間】＜br＞
月～金:8:00～12:30/17:00～19:00＜br＞
土：9:00～12:30",,"492","5167","4番出口より、徒歩1分","497","5167","4番出口より、徒歩1分",,,,,,,,,,,,,,"院長：水野 真理","【略歴】
2019年5月　水野宏胃腸科内科 院長","118","4800","0",,,"0","1","0","<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/ewNPInnqcC7oJDDu"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>
<div class=""grooonSp""><a href=""https://grooon.com/tour/ewNPInnqcC7oJDDu"" target=""_blank""><img src=""/img/hospital/x0364264/account/D21124_sp600_400_btn_tour.png"" alt=""院内ツアー""></a></div>",,"24","0",,,"2018-12-03 18:30:24","2019-08-19 12:59:16","epkdoc01","epkdoc01","0","0","0.00"
"20775","x0385258","D20775","K10184362","新松戸中央総合病院","しんまつどちゅうおうそうごうびょういん","270-0034","12","122076","新松戸1-380 ",,"0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1535678168347!6m8!1m7!1sYx3puMujcbQIy0Td8FBt-Q!2m2!1d35.82907113225851!2d139.9211371050341!3f168.3625970456715!4f9.208090422915603!5f0.7820865974627469","047-345-1111",,,,,,,,,,,,,,,,,,"※上記診療時間は人間ドックは9時開始のみとなっております。<br>
<br>
【受付時間】<br>
乳腺ドック<br>
9時～11時/14時～16時（月～金）<br>
9時～10時/14時～16時（土）※午後実施は第1・第3のみ<br>
人間ドック<br>
9時～17時（月～金）<br>",,"165","147","徒歩3分","117","147","徒歩3分","220","3261","徒歩3分",,,,,,,,,,,"院長：松尾 亮太","【略歴】
1994年　東京女子医科大学附属消化器センター 外科入局
2000年　板橋中央総合病院 外科入局
2004年　筑波大学大学院 人間総合科学研究科先端応用医学専攻
2006年　恩賜財団 龍ヶ崎済生会病院 外科部長
2011年　新松戸中央総合病院 副院長
2012年　新松戸中央総合病院 院長就任
【資格】
日本外科学会認定 外科専門医
日本消化器外科学会認定 消化器外科専門医
日本消化器病学会認定 消化器病専門医
日本肝臓学会認定 肝臓専門医","149","5800","0",,,"0","1","0","<div id=""movieArea""><iframe src=""https://play.bespotful.com/10581"" frameborder=""0"" scrolling=""no"" allowfullscreen width=""560"" height=""315""></iframe></div>

<div id=""movieArea""><iframe src=""https://grooon.com/tour/Dkj3RnoU5E2QiBk4"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/10581"",
        ""url"": ""https://play.bespotful.com/10581"",
        ""embedUrl"": ""https://play.bespotful.com/10581"",
        ""name"": ""【動画で検診予約】新松戸中央総合病院_松尾 亮太 院長_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

新松戸中央総合病院 松尾 亮太 院長のインタビュー動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。主な検診コースは、人間ドック、胃がん検診、乳がん検診、肺がん検診です。

【施設情報】
医院名：銀座医院
住所：東京都中央区
最寄り駅：東京メトロ日比谷線 東銀座駅、都営地下鉄浅草線 東銀座駅、東京メトロ銀座線 銀座駅、東京メトロ丸ノ内線 銀座駅

【銀座医院の検査項目】
主な検診コース:人間ドック、心臓ドック、メンズドック、前立腺がん検診、レディースドック、子宮がん検診、乳がん検診、脳ドック、健康診断、肺がん検診、婦人科検診
主な検査内容:血液検査、抗体検査、X線検査、エコー、腫瘍マーカー、CT、MRI/MRA、肺検査、内視鏡、胃ABC、【施設情報】
医院名：新松戸中央総合病院
住所：千葉県松戸市新松戸1-380
最寄り駅：新松戸駅

【新松戸中央総合病院の検査項目】
主な検診コース:人間ドック、胃がん検診、乳がん検診、肺がん検診
主な検査内容:X線撮影、エコー、CT、MRI/MRA"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/s178_1541489728_1627-thumbnail.png"",
        ""UploadDate"": ""2018-11-06"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>
",,"20","1","5","500","2018-08-29 09:09:54","2019-11-05 14:22:41","epkdoc01","epkdoc01","0","0",
"20480","x0396490","D20480","K10174483","社会医療法人神鋼記念会　新神戸ドック健診クリニック","しゃかいいりょうほうじんしんこうきねんかいしんこうべどっくけんしんくりにっく","651-0056","28","281107","熊内町7-6-1 ","ジークレフ新神戸タワー2F","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1513221149640!6m8!1m7!1sLAav4nc7nksvDqA7DObquw!2m2!1d34.70560037566207!2d135.1968784969541!3f17.576538108167952!4f37.932700195429305!5f0.4000000000000002","078-261-6736",,,,,,,,,,,,,,,,,"夏季休暇／年末年始",,,"566","5947","徒歩2分","655","5947","北出口2から、徒歩4分",,,,,,,,,,,,,,"山本 正之","【略歴】
1970年　京都大学 卒業
","536","3700","0",,,"0","1","0","<style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>

<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/JRvLDGm5ZsBytTx5"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>

<div class=""grooonSp"">
<a href=""https://grooon.com/tour/JRvLDGm5ZsBytTx5"" target=""_blank""><img src=""/img/hospital/x0396490/account/D20480_sp600_400_btn_tour.png"" alt=""院内ツアー""></a>
</div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11399"",
        ""url"": ""https://play.bespotful.com/11399"",
        ""embedUrl"": ""https://play.bespotful.com/11399"",
        ""name"": ""【施設1分動画】新神戸ドック健診クリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

新神戸ドック健診クリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：新神戸ドック健診クリニック
住所：兵庫県神戸市
最寄り駅：新神戸駅

【新神戸ドック健診クリニックの検査項目】
主な検診コース:人間ドック・レディースドック・大腸がん検診・肺がん検診・脳ドック・心臓ドック"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1548033533_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-01-21"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"26","0",,,"2017-12-12 15:08:55","2019-10-11 09:42:43","epkdoc01","epkdoc01","0","0",
"20223","x0431754","D20223","K10142133","京都武田病院","きょうとたけだびょういん","600-8884","26","261068","西七条南衣田町11",,"135.7310380","34.9886490",,"https://maps.google.co.jp/maps?cbll=34.988513,135.731297&layer=c&panoid=lEkGuOS0INCQCt6YKXxQdw&cbp=12,322.2,,0,0.27&ie=UTF8&ll=34.954619,135.772476&spn=0.486801,0.617294&t=m&z=11&brcurrent=3,0x6001a8d6cd3cc3f1:0xc0961d366bbb1d3d,1&source=embed&output=svembed","075-312-7001",,,,,,,,,,,,,,,,,"年末年始",,"月～土　09:00～12:00","543","5647","徒歩10分",,,,,,,,,,,,,,,,,"院長：武田 敏也","【略歴】
2000年　京都大学大学院 卒業
2000年　京都武田病院 副院長（院長代行） 就任
2006年　京都武田病院 病院長 就任","140","1200","0",,,"0","1","0","<style>
#localNav ul li:nth-child(5) {
    display: none;
}
#localNav ul li:nth-child(6) {
    display: none;
}
#localNav {
    height: 184px;
}
#localNav ul {
    height: 184px;
}
</style>
",,"05","0",,,"2017-07-31 00:00:00","2019-07-26 11:33:05","system","epkdoc01","0","0",
"20211","x3205203","D20211","K10142120","メドック健康クリニック","めどっくけんこうくりにっく","466-0857","23","231070","安田通4-3",,"136.9451420","35.1541260",,"https://maps.google.co.jp/maps?cbll=35.154371,136.945048&layer=c&panoid=tY5zApCMuRXKYrXY8897UA&cbp=12,189.74,,0,-10.09&ie=UTF8&ll=35.12047,136.986465&spn=0.472335,0.617294&t=m&z=11&brcurrent=3,0x6003709e107b2365:0x2a9622d4e8ceb352,1&source=embed&output=svembed","052-752-1125",,,,,,,,,,,,,,,,,"土曜午後、年末年始、夏季休診",,"月・火・水・木・金08:30～17:00　土曜のみ08:30～12:00","496","5215","1番出口から徒歩12分","497","5225","2番出口から徒歩15分",,,,,,,,,,,,,,"院長：吉田 亮人","【略歴】
2007年　愛知医科大学 卒業
2016年　メドック健康クリニック 院長就任","162","4200","0",,,"0","1","0",,"メドック,メドック　健康クリニック,MEDOC,MEDOC健康クリニック,medoc,medoc健康クリニック,ＭＥＤＯＣ,ＭＥＤＯＣ健康クリニック","10","0",,,"2017-07-31 00:00:00","2019-07-30 12:58:50","system","epkdoc01","0","0",
"20591","x3214433","D20591","K10177646","大野中央病院　健康管理センター","おおのちゅうおうびょういんけんこうかんりせんたー","272-0821","12","122033","下貝塚3-20-3 ",,"0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1524636009560!6m8!1m7!1s_L5PELuOmTn_t4iuYTc_sQ!2m2!1d35.74040448211669!2d139.9496099535199!3f239.1777294505173!4f2.8674939690015293!5f1.7555801744559876","047-373-1584",,,,,,,,,,,,,,,,,"年末年始",,,"202","444","北口2番乗り場より京成バスにて「大野中央病院」バス停下車（系統についてはバス会社へご確認ください）",,,,,,,,,,,,,,,,,"院長：長谷川 攻","【略歴】
1970年　東京大学医学部 卒業
1978年　大野中央病院 開設
1981年　医療法人社団 嵐川 理事長 就任","232","500","0",,,"0","1","0","<style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11402"",
        ""url"": ""https://play.bespotful.com/11402"",
        ""embedUrl"": ""https://play.bespotful.com/11402"",
        ""name"": ""【施設1分動画】大野中央病院_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

大野中央病院の健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：大野中央病院
住所：千葉県市川市
最寄り駅：本八幡(総武線)駅

【大野中央病院の検査項目】
主な検診コース:人間ドック"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1548034615_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-01-21"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"10","0",,,"2018-04-12 09:41:40","2019-06-28 17:23:14","epkdoc01","epkdoc01","0","0",
"20210","x3220526","D20210","K10142119","李クリニック","りくりにっく","665-0034","28","282146","小林5-9-95",,"135.3571810","34.7893490",,"https://www.google.com/maps/embed?pb=!4v1517907801094!6m8!1m7!1sb4QpcvL54i19GS24vhKEDw!2m2!1d34.78937014729389!2d135.3573703921723!3f264.4294565639915!4f9.949844055964775!5f0.7820865974627469","0797-76-2525",,,,,,,,,,,,,,,,,"土曜午後","※木曜午前は検査日","午前9:00～12:00　午後16:00～19:00　※土曜は午前のみ","637","6606","東口より徒歩５分",,,,,,,,,,,,,,,,,"李 潤相","【略歴】
2011年11月　李クリニック 開院
【資格】
日本消化器内視鏡学会認定 消化器内視鏡専門医
日本外科学会認定 外科専門医","81","4700","0",,,"0","1","0","<div id=""movieArea""><iframe src='https://play.bespotful.com/9143' frameborder='0' scrolling='no' allowfullscreen width='560' height='315'></iframe></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/9143"",
        ""url"": ""https://play.bespotful.com/9143"",
        ""embedUrl"": ""https://play.bespotful.com/9143"",
        ""name"": ""【動画で検診予約】李クリニック_李クリニック_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

李クリニック 李 潤相 院長のインタビュー動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。主な検診コースは、人間ドックです。

【施設情報】
医院名：李クリニック
住所：兵庫県宝塚市
最寄り駅：阪急今津線 小林駅

【李クリニックの検査項目】
主な検診コース:人間ドック
主な検査内容:胃カメラ、抗体検査、胃ABC、腫瘍マーカー、X線検査、CT、内視鏡"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/41_1524555958_1627-thumbnail.png"",
        ""UploadDate"": ""2018-07-23"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11331"",
        ""url"": ""https://play.bespotful.com/11331"",
        ""embedUrl"": ""https://play.bespotful.com/11331"",
        ""name"": ""【施設1分動画】李クリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

李クリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：李クリニック
住所：兵庫県宝塚市小林5-9-95
最寄り駅：小林(兵庫県)駅（東口より徒歩５分）

【李クリニックの検査項目】
主な検診コース:人間ドック・胃がん検診"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1544778573_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-01-13"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"09","0",,,"2017-07-31 00:00:00","2019-09-19 10:21:45","system","epkdoc01","0","0",
"21213","x3226730","D21213","K10294053","岐北厚生病院","ぎほくこうせいびょういん","501-2105","21","212156","高富1187-3",,"0.0000000","0.0000000",,,"0581-22-1811",,,,,,,,,,,,,,,,,,,,"431","3738","北口より車で約35分",,,,,,,,,,,,,,,,,"病院長: 益田 和明",,"0","1200","0",,,"0","0","0",,,"22","0",,,"2019-02-15 12:06:53","2019-07-10 15:04:23","epkdoc01","epkdoc01","0","0","0.00"
"20812","x3270330","D20812","K10163066","おばた内科クリニック","おばたないかくりにっく","814-0175","40","401374","田村5-16-38 ",,"130.3338190","33.5372290",,"https://www.google.com/maps/embed?pb=!4v1536820777749!6m8!1m7!1szq8mNBCbQOcUvDIjBVHQmA!2m2!1d33.53729438684459!2d130.333352775648!3f114.56755389725237!4f1.9912767049023756!5f0.7820865974627469","092-874-5630",,,,,,,,,,,,,,,,,"年末年始",,,"816","8573","徒歩20分",,,,,,,,,,,,,,,,,"院長：尾畑 十善","【略歴】
2000年　福岡大学医学部 卒業
2016年　おばた内科クリニック 開院
【資格】
日本内科学会認定 総合内科専門医
日本神経学会認定 神経内科専門医","96","5800","0",,,"0","1","0","<div class=""movieArea""><iframe src=""https://play.bespotful.com/10796"" frameborder=""0"" scrolling=""no"" allowfullscreen width=""560"" height=""315""></iframe></div>

<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/Cf3qz0hsOCXTcHeU"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>
<div class=""grooonSp""><a href=""https://grooon.com/tour/Cf3qz0hsOCXTcHeU"" target=""_blank""><img src=""/img/hospital/x3270330/account/D20812_sp600_400_btn_tour.png"" alt=""院内ツアー""></a></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/10796"",
        ""url"": ""https://play.bespotful.com/10796"",
        ""embedUrl"": ""https://play.bespotful.com/10796"",
        ""name"": ""【動画で検診予約】おばた内科クリニック_尾畑 十善 院長_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

おばた内科クリニック_尾畑 十善 院長のインタビュー動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

主な検診コースは、脳検査です。

【施設情報】
医院名：おばた内科クリニック
住所：福岡県福岡市早良区田村5-16-3
最寄り駅：賀茂駅（徒歩20分）

【おばた内科クリニックの検査項目】
主な検診コース:脳検査
主な検査内容:エコー、MRI/MRA"",


        ""thumbnailURL"": ""#サムネイルURLを検証して貼り付け#"",
        ""UploadDate"": ""2018-11-19"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/12763"",
        ""url"": ""https://play.bespotful.com/12763"",
        ""embedUrl"": ""https://play.bespotful.com/12763"",
        ""name"": ""【施設1分動画】おばた内科クリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

おばた内科クリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：おばた内科クリニック
住所：福岡県福岡市早良区
最寄り駅：賀茂駅

【おばた内科クリニックの検査項目】
主な検診コース:脳検査"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1561533339_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-06-26"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"20","1","5","500","2018-09-12 09:55:26","2019-09-25 20:08:15","epkdoc01","epkdoc01","0","0","0.00"
"20683","x3276948","D20683","K10178251","飯田市立病院","いいだしりつびょういん","395-0814","20","202053","八幡町438 ",,"0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1531444568137!6m8!1m7!1sFTr-eFxwMZnN2ZxnCdLvhw!2m2!1d35.49952055353336!2d137.8351390958302!3f70.85340455304139!4f4.257547939856522!5f0.7820865974627469","0265-21-1255",,,,,,,,,,,,,,,,,"年末年始","【医院電話受付時間】<br>
9：00～16：00",,"420","4279","車で10分","420","4275","徒歩で16分",,,,,,,,,,,,,,"院長：堀米 直人","【略歴】
1982年　三重大学 卒業
1982年　信州大学第2外科 入局
1985年　佐久市国保浅間総合病院
1987年　信州大学医学部第2外科助手
1993年　飯田市立病院
2017年　飯田市立病院 院長就任
【資格】
日本外科学会認定 外科専門医","179","4700","0",,,"0","1","0","<div id=""movieArea""><iframe src=""https://play.bespotful.com/9876"" frameborder=""0"" scrolling=""no"" allowfullscreen width=""560"" height=""315""></iframe></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/9876"",
        ""url"": ""https://play.bespotful.com/9876"",
        ""embedUrl"": ""https://play.bespotful.com/9876"",
        ""name"": ""【動画で検診予約】飯田市立病院_堀米 直人 院長_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

飯田市立医院 堀米 直人 院長のインタビュー動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

主な検診コースは、人間ドック、胃がん検診、脳ドックです。

【施設情報】
医院名：飯田市立病院
住所：長野県飯田市
最寄り駅：飯田(長野県)駅（車で10分） ／ 伊那八幡駅（徒歩で16分）

【飯田市立病院の検査項目】
主な検診コース:人間ドック、胃がん検診、脳ドック
主な検査内容:X線撮影、エコー、内視鏡、MRI/MRA"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1536565816_1627-thumbnail.png"",
        ""UploadDate"": ""2018-09-10"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11224"",
        ""url"": ""https://play.bespotful.com/11224"",
        ""embedUrl"": ""https://play.bespotful.com/11224"",
        ""name"": ""【施設1分動画】飯田市立病院_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

飯田市立病院の健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：飯田市立病院
住所：長野県飯田市
最寄り駅：飯田(長野県)駅

【飯田市立病院の検査項目】
主な検診コース:人間ドック・脳ドック"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1546822885_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-01-07"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"20","1","5","500","2018-07-09 13:50:29","2019-09-25 19:50:53","epkdoc01","epkdoc01","0","0",
