"hospital_no","option_group_cd","option_cd","option_name","confirm","price","tax_class","order","status","rgst","updt","created_id","updated_id"
"20394","9","1","頸動脈超音波",,"5400","0","1","1","2017-08-08 18:00:00","2017-10-11 11:00:35","system","A2062"
"20394","9","2","動脈硬化度測定",,"3240","0","2","1","2017-08-08 18:00:00","2017-10-11 11:01:26","system","A2062"
"20394","10","1","心臓超音波検査",,"10800","0","1","1","2017-08-08 18:00:00","2017-10-11 11:01:52","system","A2062"
"20394","11","1","甲状腺超音波",,"4860","0","1","1","2017-08-08 18:00:00","2017-10-11 11:06:02","system","A2062"
"20394","12","1","ＰＳＡ（前立腺検査）",,"1728","0","1","1","2017-08-08 18:00:00","2017-10-11 11:07:51","system","A2062"
"20394","12","2","ＣＥＡ（胃・大腸）",,"1620","0","2","1","2017-08-08 18:00:00","2017-10-11 11:08:18","system","A2062"
"20394","12","3","ＡＦＰ（肝臓）",,"1620","0","3","1","2017-08-08 18:00:00","2017-10-11 11:09:10","system","A2062"
"20394","12","4","ＣＡ19-9（膵臓）",,"1944","0","4","1","2017-08-08 18:00:00","2017-10-11 11:09:45","system","A2062"
"20394","12","5","ＣＡ125（卵巣）",,"1944","0","5","1","2017-08-08 18:00:00","2017-10-11 11:10:18","system","A2062"
"20394","12","6","ＣＹＦＲＡ（肺）",,"3240","0","6","1","2017-08-08 18:00:00","2017-10-11 11:12:53","system","A2062"
"20394","13","1","ピロリ菌血液検査",,"1620","0","1","1","2017-08-08 18:00:00","2017-10-11 11:13:20","system","A2062"
"20394","14","1","ペプシノーゲン血液検査",,"2160","0","1","1","2017-08-08 18:00:00","2017-10-11 11:13:46","system","A2062"
"20394","15","1","ＢＮＰ",,"2160","0","1","1","2017-08-08 18:00:00","2017-10-11 11:14:20","system","A2062"
"20394","16","1","ＨＢｓ抗原",,"540","0","1","1","2017-08-08 18:00:00","2017-10-11 14:25:49","system","A2062"
"20394","16","2","ＨＣＶ抗体",,"1728","0","2","1","2017-08-08 18:00:00","2017-10-11 14:26:32","system","A2062"
"20394","17","1","甲状腺ホルモン（ＴＳＨ　ＦＴ３　ＦＴ４）",,"4536","0","1","1","2017-08-08 18:00:00","2017-10-11 14:27:57","system","A2062"
"20394","18","1","頭部ＭＲＩ　頭部ＭＲＡ　頸部ＭＲＡ　頸動脈超音波検査",,"19440","0","1","1","2017-08-08 18:00:00","2017-10-11 14:28:56","system","A2062"
"20394","19","1","胸部ＣＴ　喀痰細胞診　腫瘍マーカー（ＣＹＦＲＡ）",,"13500","0","1","1","2017-08-08 18:00:00","2017-10-11 14:31:23","system","A2062"
"20394","20","1","マンモグラフィ　乳腺超音波",,"7560","0","1","1","2017-08-08 18:00:00","2017-10-11 14:33:26","system","A2062"
"20394","21","1","骨盤ＭＲＩ　腫瘍マーカー（ＣＡ１２５・SCC ）",,"17820","0","1","1","2017-08-08 18:00:00","2017-10-11 14:34:05","system","A2062"
"20394","22","1","腹部ＭＲＩ　腹部超音波　血液検査",,"21060","0","1","1","2017-08-08 18:00:00","2017-10-11 14:35:47","system","A2062"
"20394","23","1","※腹部ＭＲＩ（ＭＲＣＰ）　腹部超音波　腫瘍マーカー（CA19-9）",,"22140","0","1","1","2017-08-08 18:00:00","2017-10-11 14:36:46","system","A2062"
"20394","24","1","骨盤ＭＲＩ　ＰＳＡ",,"17280","0","1","1","2017-08-08 18:00:00","2017-10-11 14:37:32","system","A2062"
"20394","25","1","甲状腺超音波　甲状腺ホルモン（ＴＳＨ　ＦＴ３　ＦＴ４）",,"7020","0","1","1","2017-08-08 18:00:00","2017-10-11 14:38:18","system","A2062"
"20395","1","1","上部消化管内視鏡検査","事前予約必要","2160","0","1","1","2017-08-08 18:00:00","2017-10-06 11:56:05","system","A1589"
"20395","2","1","胸部CT",,"19440","0","1","1","2017-08-08 18:00:00","2017-10-06 11:55:05","system","A1589"
"20395","2","2","内臓脂肪測定",,"3240","0","2","1","2017-08-08 18:00:00","2017-10-06 12:02:50","system","A1589"
"20395","3","1","風疹抗体",,"3240","0","1","1","2017-08-08 18:00:00","2017-10-06 12:03:08","system","A1589"
"20395","3","2","流行性耳下腺炎抗体(ムンプス、おたふく)",,"3240","0","2","1","2017-08-08 18:00:00","2017-10-06 12:03:28","system","A1589"
"20395","4","1","各種診断書","指定用紙への転記、予防接種証明（英文可）、紹介状、結果報告書の再発行等","3240","0","1","1","2017-08-08 18:00:00","2017-10-06 12:04:33","system","A1589"
"20395","5","1","検査画像CD-ROM（PDI）",,"5400","0","1","1","2017-08-08 18:00:00","2017-10-06 12:04:54","system","A1589"
"20395","6","1","骨強度評価（超音波パルス透過法）",,"1080","0","1","1","2017-08-08 18:00:00","2017-10-06 12:05:12","system","A1589"
"20395","7","1","血圧脈波",,"1080","0","1","1","2017-08-08 18:00:00","2017-10-06 12:06:40","system","A1589"
"20395","8","1","喀痰細胞診",,"2400","0","1","1","2017-08-08 18:00:00","2017-08-08 18:00:00","system","system"
"20395","9","1","TSH、FT3、FT4","甲状腺機能検査（血液検査）","5400","0","1","1","2017-08-08 18:00:00","2017-10-06 12:07:08","system","A1589"
"20395","10","1","BNP","心臓機能検査（血液検査）","4320","0","1","1","2017-08-08 18:00:00","2017-10-06 12:08:30","system","A1589"
"20395","11","1","ペプシノゲンI・II・I/II比","胃部検査（血液検査）","4320","0","1","1","2017-08-08 18:00:00","2017-10-06 12:09:13","system","A1589"
"20395","12","1","血液型",,"1080","0","1","1","2017-08-08 18:00:00","2017-10-06 12:10:19","system","A1589"
"20395","13","1","H.ピロリ抗体","※血液検査（定量）","2160","0","1","1","2017-08-08 18:00:00","2017-10-06 12:11:19","system","A1589"
"20395","14","1","乳房視触診",,"2160","0","1","1","2017-08-08 18:00:00","2017-10-06 12:12:41","system","A1589"
"20395","15","1","マンモグラフィ",,"5400","0","1","1","2017-08-08 18:00:00","2017-10-06 12:13:27","system","A1589"
"20395","16","1","乳腺超音波",,"5400","0","1","1","2017-08-08 18:00:00","2017-10-06 12:13:49","system","A1589"
"20395","17","1","子宮頚部細胞診",,"4320","0","1","1","2017-08-08 18:00:00","2017-10-06 12:18:44","system","A1589"
"20395","18","1","経腟エコー",,"5400","0","1","1","2017-08-08 18:00:00","2017-10-06 12:18:04","system","A1589"
"20395","19","1","CEA","食道、肺、胃など全般","3240","0","1","1","2017-08-08 18:00:00","2017-10-06 12:17:41","system","A1589"
"20395","19","2","AFP","肝臓","3240","0","2","1","2017-08-08 18:00:00","2017-10-06 12:17:19","system","A1589"
"20395","19","3","CYFRA21-1","肺","4320","0","3","1","2017-08-08 18:00:00","2017-10-06 12:16:56","system","A1589"
"20395","19","4","CA19-9","胆管、胆のう、膵臓","3240","0","4","1","2017-08-08 18:00:00","2017-10-06 12:16:33","system","A1589"
"20395","19","5","PSA","前立腺","3240","0","5","1","2017-08-08 18:00:00","2017-10-06 12:16:14","system","A1589"
"20395","19","6","CA125","卵巣","3240","0","6","1","2017-08-08 18:00:00","2017-10-06 12:15:51","system","A1589"
"20395","19","7","CA15-3","乳腺","3240","0","7","1","2017-08-08 18:00:00","2017-10-06 12:15:31","system","A1589"
"20395","19","8","ProGFR","肺癌","3240","0","8","1","2017-08-08 18:00:00","2017-10-06 12:15:12","system","A1589"
"20403","1","1","オプション①",,"52500","1","2","1","2017-07-20 09:57:44","2017-08-22 19:07:55","B5471","B5471"
"20403","1","2","オプション②","オプションの説明","125000","1","3","1","2017-07-20 10:03:53","2017-08-22 19:07:55","B5471","B5471"
"20403","1","3","③オプション３","オプションの更新１","0","1","1","1","2017-07-24 15:37:41","2017-08-23 12:37:42","B5471","B5471"
"20403","1","4","オプション削除対象",,"10000","1","4","X","2017-07-25 13:28:11","2017-07-25 13:30:51","B5471",
"20403","1","5","オプション名テスト【A】","オプションの説明【A】","111111111","1","4","1","2017-07-25 14:37:39","2017-08-22 19:07:55","B5471","B5471"
"20403","1","6","オプションソートエラ２",,"1000","0","6","X","2017-07-28 17:02:42","2017-07-28 17:08:26","B5471",
"20403","1","7","127文字","012345678901234567890123456789012345678901234567890
1234567890123456789012345678901234567890123456789012345678901234567890123456","1000","1","7","1","2017-11-06 13:26:33","2017-11-06 13:26:33","B5471","B5471"
"20403","2","1","オプションエラ１",,"1000","0","1","X","2017-07-28 15:19:36","2017-07-28 15:24:13","B5471",
"20403","2","2","オプションエラ２",,"1000","1","2","X","2017-07-28 16:00:04","2017-07-28 16:02:11","B5471",
"20403","2","3","テスト","テスト","11111","0","3","X","2017-08-18 18:58:01","2017-08-18 18:58:14","B5471",
"20403","12","1","削除対象グループのオプション",,"11000","0","1","1","2017-07-28 18:03:17","2017-07-28 18:03:17","B5471","B5471"
"20403","13","1","削除対象オプション２",,"1000","0","1","1","2017-07-28 18:41:12","2017-07-28 18:41:12","B5471","B5471"
"20403","14","1","削除対象オプション３","デリート","1000","0","1","1","2017-07-28 19:11:37","2017-07-28 19:11:37","B5471","B5471"
"20403","15","1","削除対象オプション５",,"2000","0","1","1","2017-07-28 19:23:33","2017-07-28 19:23:33","B5471","B5471"
"20403","15","2","DELETE５",,"3000","0","2","1","2017-07-28 19:24:15","2017-07-28 19:24:15","B5471","B5471"
"20403","16","1","削除対象オプション６",,"150000","0","1","1","2017-07-28 19:25:14","2017-07-28 19:25:14","B5471","B5471"
"20403","16","2","ＤＥＬＥＴＥ６",,"5000","1","2","1","2017-07-28 19:25:59","2017-07-28 19:25:59","B5471","B5471"
"20403","21","1","削除テスト用（並び替え）１","削除テスト用（並び替え）１","1","1","1","1","2017-08-07 15:48:45","2017-08-07 15:48:45","B5471","B5471"
"20403","21","2","削除テスト用（並び替え）2","削除テスト用（並び替え）１","2","1","2","1","2017-08-07 15:49:05","2017-08-07 15:49:05","B5471","B5471"
"20403","21","3","削除テスト用（並び替え）3","削除テスト用（並び替え）3","3","1","3","1","2017-08-07 15:49:25","2017-08-07 15:49:25","B5471","B5471"
"20403","23","1","削除テスト用（施設の存在チェック用）１","削除テスト用""（施設の存在チェック用）１

改行","100","1","1","1","2017-08-07 17:45:06","2017-09-28 10:17:57","B5471","B5471"
"20403","23","2","削除テスト用（施設の存在チェック用）2","削除テスト用（施設の存在チェック用）2","101","1","2","1","2017-08-07 17:45:33","2017-08-07 17:45:33","B5471","B5471"
"20403","23","3","削除テスト用（施設の存在チェック用）３","削除テスト用（施設の存在チェック用）３","102","1","3","1","2017-08-07 17:45:57","2017-08-07 17:45:57","B5471","B5471"
"20403","23","4","削除テスト用（施設の存在チェック用）4","削除テスト用（施設の存在チェック用）4","103","1","4","1","2017-08-07 17:46:25","2017-08-07 17:46:25","B5471","B5471"
"20403","24","1","オプション1","オプションの説明","2000","1","2","1","2017-08-15 14:14:24","2017-08-18 18:55:28","B5471","B5471"
"20403","24","2","オプション2","オプション2
＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆＆","3300","0","1","1","2017-08-15 14:15:09","2017-09-06 18:30:08","B5471","B5471"
"20403","24","3","127文字","012345678901234567890123456789012345678901234567890
1234567890123456789012345678901234567890123456789012345678901234567890123456","1000","1","3","X","2017-08-30 18:05:03","2017-11-06 13:26:33","B5471","B5471"
"20403","25","1","ラジオボタン用の確認１","ラジオボタン用の確認１","100","1","1","1","2017-08-23 19:27:06","2017-08-23 19:27:06","B5471","B5471"
"20403","25","2","ラジオボタン用の確認２","ラジオボタン用の確認２","200","1","2","1","2017-08-23 19:27:37","2017-08-23 19:27:37","B5471","B5471"
"20403","26","1","アミノインデックス","早期がんリスク検査　男性4種類　女性5種類　（胃がん、肺がん、大腸がん、前立腺がん、乳がん、子宮・卵巣がん）","37000","1","1","1","2017-08-04 14:30:00","2017-08-04 14:30:00","system","system"
"20403","27","1","生活習慣病血液検査","総コレステロール、LDLコレステロール、中性脂肪、1.5AG、アポリポ蛋白","5400","1","1","1","2017-08-04 14:30:00","2017-08-04 14:30:00","system","system"
"20403","27","2","おっぷしょん",,"5555","1","2","1","2019-07-17 10:01:23","2019-07-17 10:13:44","A366","A366"
"20403","28","1","テスト","12345678901234567890123456789012345678901234567
8901234567890123456789012345678901234567

89012345678901234567890123456789012345","10000","1","1","1","2017-08-29 14:03:15","2017-08-29 14:03:15","B5471","B5471"
"20403","30","1","ダブ ルクォート""チェックチェックop","ダブ ルクォート""チェックチェックopg","1000","0","1","1","2017-09-29 13:23:29","2017-09-29 13:23:29","B5471","B5471"
"20403","31","1","オプション1",,"500","0","1","1","2018-09-03 13:48:31","2018-09-03 13:48:31","A248","A248"
"20403","31","2","オプション2",,"2000","1","2","1","2018-09-03 13:49:15","2018-09-03 13:49:15","A248","A248"
"20403","32","1","血液検査",,"9800","0","1","1","2018-10-01 15:03:40","2018-10-01 15:03:40","B5471","B5471"
"20403","32","2","パッチ検査",,"1500","0","2","1","2018-10-01 15:05:18","2018-10-01 15:05:18","B5471","B5471"
"20403","32","3","コラーゲン注射",,"10000","2","3","X","2019-07-07 17:15:56","2019-07-07 17:27:00","B5471",
"20403","33","1","通常",,"15000","0","1","1","2018-10-01 15:07:47","2018-10-01 15:07:47","B5471","B5471"
"20403","33","2","鎮静剤あり",,"17000","0","2","1","2018-10-01 15:09:42","2018-10-01 15:09:42","B5471","B5471"
"20403","35","1","管理テスト用オプション01_001","管理テスト用オプション01の説明","1980","0","1","X","2018-12-17 16:05:10","2018-12-17 16:30:48","B5471",
"20403","35","2","管理テスト用オプション02","管理テスト用オプション02の説明","2980","0","4","1","2018-12-17 16:13:22","2018-12-17 16:41:09","B5471","B5471"
"20403","35","3","管理テスト用オプション03","管理テスト用オプション03の説明","3980","0","3","1","2018-12-17 16:14:15","2018-12-17 16:41:09","B5471","B5471"
"20403","35","4","管理テスト用オプション04","管理テスト用オプション04の説明","4980","0","2","1","2018-12-17 16:15:03","2018-12-17 16:41:09","B5471","B5471"
"20403","35","5","管理テスト用オプション05","管理テスト用オプション05の説明","5980","0","1","1","2018-12-17 16:15:49","2018-12-17 16:41:09","B5471","B5471"
"20403","36","1","#31179_No.1_オプション_税なし","#31179_No.1_オプションです。","1000","0","1","1","2019-08-29 10:49:28","2019-08-29 10:49:28","A269","A269"
"20403","36","2","#31179_No.2_オプション_税あり","#31179_No.2_オプション です","2000","1","2","1","2019-08-29 10:50:41","2019-08-29 10:50:41","A269","A269"
"20403","36","3","#31179_No.3_オプション_税なし","#31179_No.3_オプション です。","3000","0","3","1","2019-08-29 10:51:22","2019-08-29 10:52:59","A269","A269"
"20403","36","4","#31179_No.4_オプション_税あり","#31179_No.4_オプション です","4000","1","4","1","2019-08-29 10:52:18","2019-08-29 10:52:18","A269","A269"
"20418","1","1","頭部MRI+頸動脈エコー","人間ドックとのセット価格です。","32000","0","1","1","2018-03-30 14:43:45","2018-03-30 14:43:45","A2062","A2062"
"20418","2","1","男性用　腫瘍マーカーセット",,"15400","0","1","1","2018-03-30 14:45:23","2018-03-30 14:45:23","A2062","A2062"
"20418","3","1","頭部MRI+頸動脈エコー","人間ドックと被った検査項目を省いた金額です。","28800","0","1","1","2018-04-23 13:42:52","2018-04-23 13:42:52","A2062","A2062"
"20418","4","1","男性用　腫瘍マーカーセット",,"13860","0","1","1","2018-04-23 13:43:38","2018-04-23 13:43:38","A2062","A2062"
"20418","5","1","乳がん検診（40歳以上・マンモグラフィ＋エコー検査＋視触診）",,"7560","0","1","1","2018-06-22 11:23:49","2018-06-22 11:24:28","A2064","A2064"
"20418","5","2","乳がん検診（39歳以下・エコー検査＋視触診）",,"3240","0","2","1","2018-06-22 11:25:06","2018-06-22 11:25:06","A2064","A2064"
"20418","5","3","子宮がん検診（40歳以上・子宮頸・体がん検査）",,"14580","0","3","1","2018-06-22 11:25:47","2018-06-22 11:25:47","A2064","A2064"
"20418","5","4","子宮がん検診（39歳以下・子宮頸がん検診）",,"9180","0","4","1","2018-06-22 11:26:15","2018-06-22 11:26:15","A2064","A2064"
"20418","5","5","乳がん+子宮がん検査",,"17820","0","5","1","2018-06-22 11:26:46","2018-06-22 11:26:46","A2064","A2064"
"20419","1","1","大腸内視鏡",,"20000","0","1","1","2017-09-22 19:29:58","2017-09-22 19:29:58","A1589","A1589"
"20419","2","1","脳精密","脳MRI／MRA、頸動脈超音波、甲状腺超音波","30000","0","1","1","2017-09-22 19:30:14","2017-09-22 19:30:14","A1589","A1589"
"20419","3","1","子宮がん","料金：6000～9000円
（問診、内診、子宮頸部細胞診、子宮体部細胞診）
※検査項目を変更された場合は料金が異なります。予約の際にご確認ください。","9000","0","1","1","2017-09-22 19:30:39","2017-09-22 19:35:35","A1589","A1589"
"20419","3","2","子宮がん","子宮体部細胞診なし","6000","0","2","1","2018-03-20 15:16:10","2018-03-20 15:16:10","B72438","B72438"
"20419","4","1","乳がん","料金：7000～13000円
（問診、触診、乳腺超音波、マンモグラフィ）
※検査項目を変更された場合は料金が異なります。予約の際にご確認ください。","13000","0","1","1","2017-09-22 19:31:08","2017-09-22 19:35:53","A1589","A1589"
"20419","5","1","肺がん","料金：3000～6700円
（喀痰細胞診、腫瘍マーカー（CEA・Cyfra））
※検査項目を変更された場合は料金が異なります。予約の際にご確認ください。","6700","0","1","1","2017-09-22 19:31:51","2017-09-22 19:36:10","A1589","A1589"
"20420","1","1","胃内視鏡",,"3240","0","1","1","2017-09-15 09:58:42","2017-09-15 09:58:42","A1589","A1589"
"20420","2","1","前立腺腫瘍マーカー（PSA）","男性が対象の検査です","1944","0","1","1","2017-09-15 09:59:51","2017-09-15 09:59:51","A1589","A1589"
"20420","3","1","ピロリ菌抗体検査",,"3024","0","1","1","2017-09-15 10:00:07","2017-09-15 10:00:07","A1589","A1589"
"20420","4","1","動脈硬化検査",,"1404","0","1","1","2017-09-15 10:00:21","2017-09-15 10:00:21","A1589","A1589"
"20420","5","1","骨密度",,"540","0","1","1","2017-09-15 10:00:36","2017-09-15 10:00:36","A1589","A1589"
"20420","6","1","子宮がん検査","水曜・金曜のみの実施です","5400","0","1","1","2017-09-15 10:01:13","2017-09-15 10:01:13","A1589","A1589"
"20420","7","1","乳がん検査","水曜・金曜のみの実施です","5400","0","1","1","2017-09-15 10:01:32","2017-09-15 10:01:32","A1589","A1589"
"20420","8","1","栄養分析",,"3780","0","1","1","2017-09-15 10:01:51","2017-09-15 10:01:51","A1589","A1589"
"20420","9","1","脳ドック",,"27000","0","1","1","2017-09-15 10:02:08","2017-09-15 10:02:08","A1589","A1589"
"20420","10","1","心臓ドック","月曜日から木曜日実施","10000","0","1","1","2017-09-15 10:02:25","2017-12-26 16:33:09","A1589","B70140"
"20420","11","1","大腸ドック","水曜の午後のみの実施です","10800","0","1","1","2017-09-15 10:02:45","2017-09-15 10:02:45","A1589","A1589"
"20420","12","1","肺ドック",,"10800","0","1","1","2017-09-15 10:03:05","2017-09-15 10:03:05","A1589","A1589"
"20420","13","1","歯科ドック",,"3240","0","1","1","2017-09-15 10:03:21","2017-09-15 10:03:21","A1589","A1589"
"20420","14","1","アミノインデックス","男性5種、女性6種","22500","0","1","1","2017-09-15 10:03:39","2017-10-06 12:25:34","A1589","A1589"
"20422","1","1","肝炎ウイルス検査","肝炎ウイルス検査（HBs抗原定性,HBs抗体定性,HCV抗体）：B型・C型肝炎ウイルスのチェック","4860","0","1","1","2017-09-13 11:19:27","2017-09-13 11:19:27","A2062","A2062"
"20422","1","2","ABC検査","ABC検査（ペプシノゲン,ヘリコバクターピロリ抗体）：ピロリ菌の感染、胃がんのチェック","3672","0","2","1","2017-09-13 11:20:15","2017-09-13 11:20:15","A2062","A2062"
"20422","1","3","消化器腫瘍マーカーセット","消化器腫瘍マーカーセット（AFP,CEA,CA19-9）：肝臓がん・胃がん・大腸がん・膵臓がん・胆のうがんなどのチェック","5940","0","3","1","2017-09-13 11:20:37","2017-09-13 11:20:37","A2062","A2062"
"20422","1","4","消化器系オプション検査セット","消化器系オプション検査セット（ABC検査,消化器腫瘍マーカーセット）：消化器系の総合的なチェック","9180","0","4","1","2017-09-13 11:21:02","2017-09-13 11:21:02","A2062","A2062"
"20422","1","5","前立腺検査（男性のみ）","前立腺検査（PSA）：前立腺がんや前立腺肥大症などのチェック（※男性のみ）","1944","0","5","1","2017-09-13 11:21:25","2017-09-13 11:21:25","A2062","A2062"
"20422","2","1","乳腺超音波検査","乳腺超音波検査：乳がん、乳腺症、良性腫瘍などのチェック","4320","0","1","1","2017-09-13 11:23:09","2017-09-13 11:23:09","A2062","A2062"
"20422","2","2","子宮超音波検査","子宮超音波検査：子宮筋腫、子宮がん、卵巣がん、子宮内膜ポリープなどのチェック","3780","0","2","1","2017-09-13 11:23:38","2017-09-13 11:23:38","A2062","A2062"
"20422","2","3","甲状腺検査","甲状腺検査（TSH,FT3,FT4,抗サイログロブリン抗体）：甲状腺ホルモン、甲状腺疾患などのチェック","5940","0","3","1","2017-09-13 11:24:01","2017-09-13 11:24:01","A2062","A2062"
"20422","2","4","女性腫瘍マーカーセット","女性腫瘍マーカーセット（CA125,CA15-3,CEA,SCC抗原）：乳がん・卵巣がん・子宮がん・肺がん・食道がん・胃がん・大腸がんなどのチェック","7560","0","4","1","2017-09-13 11:24:24","2017-09-13 11:24:24","A2062","A2062"
"20422","2","5","女性オプション検査セット","女性オプション検査セット（乳腺超音波検査,子宮超音波検査,甲状腺検査,女性腫瘍マーカーセット）：女性に多い病気の総合的なチェック","19440","0","5","1","2017-09-13 11:24:49","2017-09-13 11:24:49","A2062","A2062"
"20422","3","1","LOX-index®（脳梗塞・心筋梗塞リスク検査）","対象疾患：脳梗塞／心筋梗塞／動脈硬化","16200","0","1","1","2017-09-13 11:30:14","2017-09-13 11:30:14","A2062","A2062"
"20422","3","2","アミノインデックス®がんリスクスクリーニング検査","対象がん
【男性5種】胃がん／肺がん／大腸がん／膵臓がん／前立腺がん
【女性6種】胃がん／肺がん／大腸がん／膵臓がん／乳がん／子宮がん・卵巣がん","25920","0","2","X","2017-09-13 11:32:56","2017-09-13 11:33:07","A2062",
"20422","4","1","アミノインデックス®がんリスクスクリーニング検査","対象がん
【男性5種】胃がん／肺がん／大腸がん／膵臓がん／前立腺がん
【女性6種】胃がん／肺がん／大腸がん／膵臓がん／乳がん／子宮がん・卵巣がん","25920","0","1","1","2017-09-13 11:34:27","2017-09-13 11:34:27","A2062","A2062"
"20422","5","1","前立腺検査（男性のみ）","前立腺検査（PSA）：前立腺がんや前立腺肥大症などのチェック（※男性のみ）","1944","0","1","1","2018-01-17 17:05:32","2018-01-17 17:05:32","A2062","A2062"
"20422","5","2","肝炎ウイルス検査","肝炎ウイルス検査（HBs抗原定性,HBs抗体定性,HCV抗体）：B型・C型肝炎ウイルスのチェック","4860","0","2","1","2018-01-17 17:06:35","2018-01-17 17:06:35","A2062","A2062"
"20422","6","1","脳ドック",,"30240","0","1","1","2018-01-25 10:58:32","2018-01-25 10:58:32","A2062","A2062"
"20423","1","1","肝臓がん","腫瘍マーカー","2860","0","1","1","2017-10-12 17:38:58","2017-10-12 17:38:58","A1589","A1589"
"20423","2","1","消化器系がん","腫瘍マーカー","2860","0","1","1","2017-10-12 17:39:30","2017-10-12 17:39:30","A1589","A1589"
"20423","3","1","すい臓がん","腫瘍マーカー","2860","0","1","1","2017-10-12 17:39:49","2017-10-12 17:39:49","A1589","A1589"
"20423","4","1","卵巣がん","女性のみ：腫瘍マーカー","2860","0","1","1","2017-10-12 17:40:16","2017-10-12 17:40:16","A1589","A1589"
"20423","5","1","腹部超音波",,"5724","0","1","1","2017-10-12 17:40:32","2017-11-28 17:22:19","A1589","A1589"
"20423","6","1","頸動脈超音波",,"3780","0","1","1","2017-10-12 17:41:03","2017-11-28 17:22:44","A1589","A1589"
"20423","7","1","甲状腺超音波",,"3780","0","1","1","2017-11-28 17:23:03","2017-11-28 17:23:03","A1589","A1589"
"20423","8","1","色覚検査",,"540","0","1","1","2018-03-26 17:04:27","2018-03-26 17:04:27","A2062","A2062"
"20423","8","2","ヘモグロビン",,"270","0","2","1","2018-03-26 17:04:49","2018-03-26 17:04:49","A2062","A2062"
"20423","8","3","HBS抗原・HBS抗体・HCV抗体",,"3240","0","3","1","2018-11-15 12:20:24","2018-11-15 12:20:24","A2062","A2062"
"20425","1","1","胃カメラへ変更",,"3240","0","1","1","2017-12-14 15:35:04","2017-12-14 15:59:11","A2062","A2062"
"20425","2","1","胸部マルチスライスCT","肺がん及び肺疾患の早期発見に役立つ検査です。","10800","0","1","1","2017-12-14 15:35:43","2017-12-14 16:57:37","A2062","A2062"
"20425","2","2","頭部マルチスライスCT","頭部の病変を調べる検査です。","8640","0","2","1","2017-12-14 15:35:59","2017-12-14 16:57:51","A2062","A2062"
"20425","2","3","ファットスキャン（内臓脂肪測定）","かくれ肥満・内臓脂肪の蓄積量を測定します。","5400","0","3","1","2017-12-14 15:36:17","2017-12-14 15:36:17","A2062","A2062"
"20425","3","1","骨密度測定","骨粗しょう症発見の手がかりになる検査です。","2160","0","1","1","2017-12-14 15:38:09","2017-12-14 15:38:09","A2062","A2062"
"20425","3","2","動脈硬化検査 PWV検査","血管のつまりや、動脈硬化の状態を確認できます。","3240","0","2","1","2017-12-14 15:42:13","2017-12-14 15:42:13","A2062","A2062"
"20435","1","1","乳がん検査",,"8100","0","1","1","2017-10-03 10:05:16","2018-01-11 09:12:36","A2062","A1589"
"20435","1","2","子宮がん検診",,"5400","0","2","1","2017-10-03 10:05:56","2018-01-11 09:10:16","A2062","A1589"
"20435","1","3","大腸内視鏡検査",,"17280","0","3","1","2017-10-03 10:06:27","2018-01-11 09:10:58","A2062","A1589"
"20435","1","4","内臓脂肪測定検査",,"3240","0","4","1","2017-10-03 10:07:10","2018-01-11 09:11:21","A2062","A1589"
"20435","1","5","前立腺がん検査","血液検査による腫瘍マーカー","1620","0","5","1","2017-10-03 10:07:46","2018-01-11 09:11:43","A2062","A1589"
"20435","1","6","ピロリ菌抗体検査",,"2160","0","6","1","2017-10-03 10:08:06","2018-01-11 09:11:54","A2062","A1589"
"20435","1","7","肺がん検査",,"18000","0","7","X","2017-10-03 10:08:48","2018-01-11 09:12:06","A2062",
"20435","1","8","脳精密検査",,"10800","0","8","1","2017-10-03 10:09:12","2018-01-11 09:12:28","A2062","A1589"
"20436","1","1","MRI/MRA","詳細に脳の検査を行います。","30860","0","1","1","2017-09-29 11:16:27","2017-09-29 11:26:16","A1589","A1589"
"20436","2","1","頸動脈エコー",,"6530","0","1","1","2017-09-29 11:17:09","2017-09-29 11:17:09","A1589","A1589"
"20436","3","1","MRI（T2のみ）、MRA","簡易に脳の検査を行います。","18500","0","1","1","2017-09-29 11:18:55","2017-09-29 11:27:42","A1589","A1589"
"20436","4","1","認知検査",,"1020","0","1","1","2017-09-29 11:24:49","2017-09-29 11:24:49","A1589","A1589"
"20436","5","1","血液脈波",,"3080","0","1","1","2017-09-29 11:28:08","2017-09-29 11:28:08","A1589","A1589"
"20436","7","1","ペプシノーゲン","詳細に胃の検査を行います。","3080","0","1","1","2017-09-29 11:33:04","2017-09-29 11:33:24","A1589","A1589"
"20436","8","1","ヘリコバクター・ピロリ菌","詳細に胃の検査を行います。","3080","0","1","1","2017-09-29 11:34:41","2017-09-29 11:34:41","A1589","A1589"
"20436","9","1","PSA検査","前立腺の検査です。男性のみ受診可能です。","3670","0","1","1","2017-09-29 11:35:57","2017-09-29 11:35:57","A1589","A1589"
"20436","10","1","前立腺エコー","男性のみ受診可能です。","6300","0","1","1","2017-09-29 11:37:01","2017-09-29 11:37:01","A1589","A1589"
"20436","11","1","子宮頸部細胞診",,"4320","0","1","1","2017-09-29 11:38:31","2017-09-29 11:38:31","A1589","A1589"
